Year,State,County,Measurement,Unit,Value
1964,MINNESOTA,WASECA,Production,Tonnes,11400
1964,MINNESOTA,WASECA,Yield,kg / ha,28169.9928
1964,MINNESOTA,WATONWAN,Area Harvested,Hectares,404.686
1964,MINNESOTA,WATONWAN,Production,Tonnes,10100
1964,MINNESOTA,WATONWAN,Yield,kg / ha,24957.6252
1964,MINNESOTA,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,40.4686
1964,MINNESOTA,OTHER (COMBINED) COUNTIES,Production,Tonnes,900
1964,MINNESOTA,OTHER (COMBINED) COUNTIES,Yield,kg / ha,22239.468
1964,MINNESOTA,REDWOOD,Area Harvested,Hectares,647.4976
1964,MINNESOTA,REDWOOD,Production,Tonnes,18500
1964,MINNESOTA,REDWOOD,Yield,kg / ha,28664.2032
1964,MINNESOTA,BIG STONE,Area Harvested,Hectares,607.029
1964,MINNESOTA,BIG STONE,Production,Tonnes,14300
1964,MINNESOTA,BIG STONE,Yield,kg / ha,23474.994
1964,MINNESOTA,CHIPPEWA,Area Harvested,Hectares,2185.3044
1964,MINNESOTA,CHIPPEWA,Production,Tonnes,54700
1964,MINNESOTA,CHIPPEWA,Yield,kg / ha,24957.6252
1964,MINNESOTA,LAC QUI PARLE,Area Harvested,Hectares,687.9662
1964,MINNESOTA,LAC QUI PARLE,Production,Tonnes,17600
1964,MINNESOTA,LAC QUI PARLE,Yield,kg / ha,25698.9408
1964,MINNESOTA,SWIFT,Area Harvested,Hectares,1659.2126
1964,MINNESOTA,SWIFT,Production,Tonnes,41000
1964,MINNESOTA,SWIFT,Yield,kg / ha,24710.52
1964,MINNESOTA,WILKIN,Area Harvested,Hectares,566.5604
1964,MINNESOTA,WILKIN,Production,Tonnes,15100
1964,MINNESOTA,WILKIN,Yield,kg / ha,26687.3616
1964,MINNESOTA,YELLOW MEDICINE,Area Harvested,Hectares,526.0918
1964,MINNESOTA,YELLOW MEDICINE,Production,Tonnes,14700
1964,MINNESOTA,YELLOW MEDICINE,Yield,kg / ha,27922.8876
1964,MONTANA,BROADWATER,Area Harvested,Hectares,772.95026
1964,MONTANA,BROADWATER,Production,Tonnes,17900
1964,MONTANA,BROADWATER,Yield,kg / ha,23227.8888
1964,MONTANA,LEWIS AND CLARK,Area Harvested,Hectares,188.17899
1964,MONTANA,LEWIS AND CLARK,Production,Tonnes,4500
1964,MONTANA,LEWIS AND CLARK,Yield,kg / ha,23969.2044
1964,MONTANA,BLAINE,Area Harvested,Hectares,977.31669
1964,MONTANA,BLAINE,Production,Tonnes,30200
1964,MONTANA,BLAINE,Yield,kg / ha,30888.15
1964,MONTANA,PHILLIPS,Area Harvested,Hectares,182.1087
1964,MONTANA,PHILLIPS,Production,Tonnes,5100
1964,MONTANA,PHILLIPS,Yield,kg / ha,27922.8876
1964,MONTANA,DAWSON,Area Harvested,Hectares,1375.9324
1964,MONTANA,DAWSON,Production,Tonnes,46200
1964,MONTANA,DAWSON,Yield,kg / ha,33606.3072
1964,MONTANA,RICHLAND,Area Harvested,Hectares,4532.4832
1964,MONTANA,RICHLAND,Production,Tonnes,139500
1964,MONTANA,RICHLAND,Yield,kg / ha,30888.15
1964,MONTANA,LAKE,Area Harvested,Hectares,283.2802
1964,MONTANA,LAKE,Production,Tonnes,7200
1964,MONTANA,LAKE,Yield,kg / ha,25451.8356
1964,MONTANA,MISSOULA,Area Harvested,Hectares,430.99059
1964,MONTANA,MISSOULA,Production,Tonnes,13400
1964,MONTANA,MISSOULA,Yield,kg / ha,31135.2552
1964,MONTANA,RAVALLI,Area Harvested,Hectares,1060.27732
1964,MONTANA,RAVALLI,Production,Tonnes,34500
1964,MONTANA,RAVALLI,Yield,kg / ha,32617.8864
1964,MONTANA,SANDERS,Area Harvested,Hectares,12.14058
1964,MONTANA,SANDERS,Production,Tonnes,300
1964,MONTANA,SANDERS,Yield,kg / ha,24710.52
1964,MONTANA,BIG HORN,Area Harvested,Hectares,4127.7972
1964,MONTANA,BIG HORN,Production,Tonnes,128400
1964,MONTANA,BIG HORN,Yield,kg / ha,31135.2552
1964,MONTANA,CARBON,Area Harvested,Hectares,2292.54619
1964,MONTANA,CARBON,Production,Tonnes,78300
1964,MONTANA,CARBON,Yield,kg / ha,34100.5176
1964,MONTANA,STILLWATER,Area Harvested,Hectares,578.70098
1964,MONTANA,STILLWATER,Production,Tonnes,23000
1964,MONTANA,STILLWATER,Yield,kg / ha,39783.9372
1964,MONTANA,SWEET GRASS,Area Harvested,Hectares,64.74976
1964,MONTANA,SWEET GRASS,Production,Tonnes,2500
1964,MONTANA,SWEET GRASS,Yield,kg / ha,38548.4112
1964,MONTANA,TREASURE,Area Harvested,Hectares,1634.93144
1964,MONTANA,TREASURE,Production,Tonnes,73800
1964,MONTANA,TREASURE,Yield,kg / ha,45220.2516
1964,MONTANA,YELLOWSTONE,Area Harvested,Hectares,5916.50932
1964,MONTANA,YELLOWSTONE,Production,Tonnes,226500
1964,MONTANA,YELLOWSTONE,Yield,kg / ha,38301.306
1964,MONTANA,CUSTER,Area Harvested,Hectares,1497.3382
1964,MONTANA,CUSTER,Production,Tonnes,53400
1964,MONTANA,CUSTER,Yield,kg / ha,35583.1488
1964,MONTANA,PRAIRIE,Area Harvested,Hectares,999.57442
1964,MONTANA,PRAIRIE,Production,Tonnes,38300
1964,MONTANA,PRAIRIE,Yield,kg / ha,38301.306
1964,MONTANA,ROSEBUD,Area Harvested,Hectares,1214.058
1964,MONTANA,ROSEBUD,Production,Tonnes,49000
1964,MONTANA,ROSEBUD,Yield,kg / ha,40278.1476
1964,MONTANA,GALLATIN,Area Harvested,Hectares,24.28116
1964,MONTANA,GALLATIN,Production,Tonnes,1000
1964,MONTANA,GALLATIN,Yield,kg / ha,41266.5684
1964,NORTH DAKOTA,CASS,Area Harvested,Hectares,2573.80296
1964,NORTH DAKOTA,CASS,Production,Tonnes,71000
1964,NORTH DAKOTA,CASS,Yield,kg / ha,27675.7824
1964,NORTH DAKOTA,TRAILL,Area Harvested,Hectares,2622.36528
1964,NORTH DAKOTA,TRAILL,Production,Tonnes,71700
1964,NORTH DAKOTA,TRAILL,Yield,kg / ha,27428.6772
1964,NORTH DAKOTA,GRAND FORKS,Area Harvested,Hectares,4067.0943
1964,NORTH DAKOTA,GRAND FORKS,Production,Tonnes,109900
1964,NORTH DAKOTA,GRAND FORKS,Yield,kg / ha,26934.4668
1964,NORTH DAKOTA,PEMBINA,Area Harvested,Hectares,3298.1909
1964,NORTH DAKOTA,PEMBINA,Production,Tonnes,80350
1964,NORTH DAKOTA,PEMBINA,Yield,kg / ha,24463.4148
1964,NORTH DAKOTA,WALSH,Area Harvested,Hectares,4362.51508
1964,NORTH DAKOTA,WALSH,Production,Tonnes,118500
1964,NORTH DAKOTA,WALSH,Yield,kg / ha,27181.572
1964,NORTH DAKOTA,WILLIAMS,Area Harvested,Hectares,898.40292
1964,NORTH DAKOTA,WILLIAMS,Production,Tonnes,27900
1964,NORTH DAKOTA,WILLIAMS,Yield,kg / ha,31135.2552
1964,NORTH DAKOTA,RICHLAND,Area Harvested,Hectares,582.74784
1964,NORTH DAKOTA,RICHLAND,Production,Tonnes,14800
1964,NORTH DAKOTA,RICHLAND,Yield,kg / ha,25451.8356
1964,NORTH DAKOTA,MCKENZIE,Area Harvested,Hectares,2181.25754
1964,NORTH DAKOTA,MCKENZIE,Production,Tonnes,71550
1964,NORTH DAKOTA,MCKENZIE,Yield,kg / ha,32864.9916
1963,COLORADO,ADAMS,Area Harvested,Hectares,1404.26042
1963,COLORADO,ADAMS,Production,Tonnes,59670
1963,COLORADO,ADAMS,Yield,kg / ha,42502.0944
1963,COLORADO,KIT CARSON,Area Harvested,Hectares,1926.30536
1963,COLORADO,KIT CARSON,Production,Tonnes,87110
1963,COLORADO,KIT CARSON,Yield,kg / ha,45220.2516
1963,COLORADO,WASHINGTON,Area Harvested,Hectares,392.54542
1963,COLORADO,WASHINGTON,Production,Tonnes,18720
1963,COLORADO,WASHINGTON,Yield,kg / ha,47691.3036
1963,COLORADO,YUMA,Area Harvested,Hectares,161.8744
1963,COLORADO,YUMA,Production,Tonnes,9000
1963,COLORADO,YUMA,Yield,kg / ha,55598.67
1963,COLORADO,BOULDER,Area Harvested,Hectares,1448.77588
1963,COLORADO,BOULDER,Production,Tonnes,57280
1963,COLORADO,BOULDER,Yield,kg / ha,39536.832
1963,COLORADO,LARIMER,Area Harvested,Hectares,1934.39908
1963,COLORADO,LARIMER,Production,Tonnes,93690
1963,COLORADO,LARIMER,Yield,kg / ha,48432.6192
1963,COLORADO,LOGAN,Area Harvested,Hectares,5443.0267
1963,COLORADO,LOGAN,Production,Tonnes,264960
1963,COLORADO,LOGAN,Yield,kg / ha,48679.7244
1963,COLORADO,MORGAN,Area Harvested,Hectares,10368.05532
1963,COLORADO,MORGAN,Production,Tonnes,468850
1963,COLORADO,MORGAN,Yield,kg / ha,45220.2516
1963,COLORADO,SEDGWICK,Area Harvested,Hectares,2258.14788
1963,COLORADO,SEDGWICK,Production,Tonnes,118300
1963,COLORADO,SEDGWICK,Yield,kg / ha,52386.3024
1963,COLORADO,WELD,Area Harvested,Hectares,32071.3655
1963,COLORADO,WELD,Production,Tonnes,1554270
1963,COLORADO,WELD,Yield,kg / ha,48432.6192
1963,COLORADO,BACA,Area Harvested,Hectares,959.10582
1963,COLORADO,BACA,Production,Tonnes,34360
1963,COLORADO,BACA,Yield,kg / ha,35830.254
1963,COLORADO,BENT,Area Harvested,Hectares,594.88842
1963,COLORADO,BENT,Production,Tonnes,13670
1963,COLORADO,BENT,Yield,kg / ha,22980.7836
1963,COLORADO,CROWLEY,Area Harvested,Hectares,505.8575
1963,COLORADO,CROWLEY,Production,Tonnes,10500
1963,COLORADO,CROWLEY,Yield,kg / ha,20756.8368
1963,COLORADO,LAS ANIMAS,Area Harvested,Hectares,60.7029
1963,COLORADO,LAS ANIMAS,Production,Tonnes,1050
1963,COLORADO,LAS ANIMAS,Yield,kg / ha,17297.364
1963,COLORADO,OTERO,Area Harvested,Hectares,1873.69618
1963,COLORADO,OTERO,Production,Tonnes,51470
1963,COLORADO,OTERO,Yield,kg / ha,27428.6772
1963,COLORADO,PROWERS,Area Harvested,Hectares,1869.64932
1963,COLORADO,PROWERS,Production,Tonnes,42500
1963,COLORADO,PROWERS,Yield,kg / ha,22733.6784
1963,COLORADO,PUEBLO,Area Harvested,Hectares,1388.07298
1963,COLORADO,PUEBLO,Production,Tonnes,41500
1963,COLORADO,PUEBLO,Yield,kg / ha,29899.7292
1963,COLORADO,DELTA,Area Harvested,Hectares,582.74784
1963,COLORADO,DELTA,Production,Tonnes,24910
1963,COLORADO,DELTA,Yield,kg / ha,42749.1996
1963,COLORADO,MESA,Area Harvested,Hectares,2569.7561
1963,COLORADO,MESA,Production,Tonnes,98440
1963,COLORADO,MESA,Yield,kg / ha,38301.306
1963,COLORADO,MONTROSE,Area Harvested,Hectares,1246.43288
1963,COLORADO,MONTROSE,Production,Tonnes,49900
1963,COLORADO,MONTROSE,Yield,kg / ha,40031.0424
1963,COLORADO,OURAY,Area Harvested,Hectares,60.7029
1963,COLORADO,OURAY,Production,Tonnes,2850
1963,COLORADO,OURAY,Yield,kg / ha,46949.988
1963,MICHIGAN,GLADWIN,Area Harvested,Hectares,48.56232
1963,MICHIGAN,GLADWIN,Production,Tonnes,1700
1963,MICHIGAN,GLADWIN,Yield,kg / ha,35088.9384
1963,MICHIGAN,GRATIOT,Area Harvested,Hectares,744.62224
1963,MICHIGAN,GRATIOT,Production,Tonnes,32700
1963,MICHIGAN,GRATIOT,Yield,kg / ha,43984.7256
1963,MICHIGAN,ISABELLA,Area Harvested,Hectares,307.56136
1963,MICHIGAN,ISABELLA,Production,Tonnes,10600
1963,MICHIGAN,ISABELLA,Yield,kg / ha,34347.6228
1963,MICHIGAN,MIDLAND,Area Harvested,Hectares,517.99808
1963,MICHIGAN,MIDLAND,Production,Tonnes,18700
1963,MICHIGAN,MIDLAND,Yield,kg / ha,36077.3592
1963,MICHIGAN,ARENAC,Area Harvested,Hectares,538.23238
1963,MICHIGAN,ARENAC,Production,Tonnes,20200
1963,MICHIGAN,ARENAC,Yield,kg / ha,37559.9904
1963,MICHIGAN,BAY,Area Harvested,Hectares,6661.13156
1963,MICHIGAN,BAY,Production,Tonnes,277100
1963,MICHIGAN,BAY,Yield,kg / ha,41513.6736
1963,MICHIGAN,HURON,Area Harvested,Hectares,4876.4663
1963,MICHIGAN,HURON,Production,Tonnes,178300
1963,MICHIGAN,HURON,Yield,kg / ha,36571.5696
1963,MICHIGAN,SAGINAW,Area Harvested,Hectares,5961.02478
1963,MICHIGAN,SAGINAW,Production,Tonnes,239400
1963,MICHIGAN,SAGINAW,Yield,kg / ha,40278.1476
1963,MICHIGAN,SANILAC,Area Harvested,Hectares,1958.68024
1963,MICHIGAN,SANILAC,Production,Tonnes,48400
1963,MICHIGAN,SANILAC,Yield,kg / ha,24710.52
1963,MICHIGAN,TUSCOLA,Area Harvested,Hectares,6305.00788
1963,MICHIGAN,TUSCOLA,Production,Tonnes,243900
1963,MICHIGAN,TUSCOLA,Yield,kg / ha,38795.5164
1963,MICHIGAN,CLINTON,Area Harvested,Hectares,105.21836
1963,MICHIGAN,CLINTON,Production,Tonnes,3910
1963,MICHIGAN,CLINTON,Yield,kg / ha,37065.78
1963,MICHIGAN,INGHAM,Area Harvested,Hectares,4.04686
1963,MICHIGAN,INGHAM,Production,Tonnes,90
1963,MICHIGAN,INGHAM,Yield,kg / ha,22239.468
1963,MICHIGAN,SHIAWASSEE,Area Harvested,Hectares,44.51546
1963,MICHIGAN,SHIAWASSEE,Production,Tonnes,1650
1963,MICHIGAN,SHIAWASSEE,Yield,kg / ha,37065.78
1963,MICHIGAN,GENESEE,Area Harvested,Hectares,97.12464
1963,MICHIGAN,GENESEE,Production,Tonnes,2640
1963,MICHIGAN,GENESEE,Yield,kg / ha,27181.572
1963,MICHIGAN,LAPEER,Area Harvested,Hectares,214.48358
1963,MICHIGAN,LAPEER,Production,Tonnes,4900
1963,MICHIGAN,LAPEER,Yield,kg / ha,22733.6784
1963,MICHIGAN,LENAWEE,Area Harvested,Hectares,708.2005
1963,MICHIGAN,LENAWEE,Production,Tonnes,21040
1963,MICHIGAN,LENAWEE,Yield,kg / ha,29652.624
1963,MICHIGAN,MACOMB,Area Harvested,Hectares,89.03092
1963,MICHIGAN,MACOMB,Production,Tonnes,2370
1963,MICHIGAN,MACOMB,Yield,kg / ha,26687.3616
1963,MICHIGAN,MONROE,Area Harvested,Hectares,1667.30632
1963,MICHIGAN,MONROE,Production,Tonnes,48130
1963,MICHIGAN,MONROE,Yield,kg / ha,28911.3084
1963,MICHIGAN,ST CLAIR,Area Harvested,Hectares,724.38794
1963,MICHIGAN,ST CLAIR,Production,Tonnes,18320
1963,MICHIGAN,ST CLAIR,Yield,kg / ha,25204.7304
1963,MICHIGAN,NEWAYGO,Area Harvested,Hectares,32.37488
1963,MICHIGAN,NEWAYGO,Production,Tonnes,950
1963,MICHIGAN,NEWAYGO,Yield,kg / ha,29405.5188
1963,MINNESOTA,KANDIYOHI,Area Harvested,Hectares,971.2464
1963,MINNESOTA,KANDIYOHI,Production,Tonnes,27400
1963,MINNESOTA,KANDIYOHI,Yield,kg / ha,28169.9928
1963,MINNESOTA,MCLEOD,Area Harvested,Hectares,283.2802
1963,MINNESOTA,MCLEOD,Production,Tonnes,7400
1963,MINNESOTA,MCLEOD,Yield,kg / ha,26193.1512
1963,MINNESOTA,MEEKER,Area Harvested,Hectares,283.2802
1963,MINNESOTA,MEEKER,Production,Tonnes,6200
1963,MINNESOTA,MEEKER,Yield,kg / ha,21992.3628
1963,MINNESOTA,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,80.9372
1963,MINNESOTA,OTHER (COMBINED) COUNTIES,Production,Tonnes,2200
1963,MINNESOTA,OTHER (COMBINED) COUNTIES,Yield,kg / ha,27181.572
1963,MINNESOTA,RENVILLE,Area Harvested,Hectares,3318.4252
1963,MINNESOTA,RENVILLE,Production,Tonnes,83600
1963,MINNESOTA,RENVILLE,Yield,kg / ha,25204.7304
1963,MINNESOTA,SIBLEY,Area Harvested,Hectares,1052.1836
1963,MINNESOTA,SIBLEY,Production,Tonnes,24400
1963,MINNESOTA,SIBLEY,Yield,kg / ha,23227.8888
1963,MINNESOTA,CLAY,Area Harvested,Hectares,8377.0002
1963,MINNESOTA,CLAY,Production,Tonnes,287700
1963,MINNESOTA,CLAY,Yield,kg / ha,34347.6228
1963,MINNESOTA,KITTSON,Area Harvested,Hectares,728.4348
1963,MINNESOTA,KITTSON,Production,Tonnes,23900
1963,MINNESOTA,KITTSON,Yield,kg / ha,32864.9916
1963,MINNESOTA,MARSHALL,Area Harvested,Hectares,4249.203
1963,MINNESOTA,MARSHALL,Production,Tonnes,146000
1963,MINNESOTA,MARSHALL,Yield,kg / ha,34347.6228
1963,MINNESOTA,NORMAN,Area Harvested,Hectares,2792.3334
1963,MINNESOTA,NORMAN,Production,Tonnes,99400
1963,MINNESOTA,NORMAN,Yield,kg / ha,35583.1488
1963,MINNESOTA,POLK,Area Harvested,Hectares,13961.667
1963,MINNESOTA,POLK,Production,Tonnes,462300
1963,MINNESOTA,POLK,Yield,kg / ha,33112.0968
1963,MINNESOTA,BROWN,Area Harvested,Hectares,1375.9324
1963,MINNESOTA,BROWN,Production,Tonnes,43900
1963,MINNESOTA,BROWN,Yield,kg / ha,31876.5708
1963,MINNESOTA,FARIBAULT,Area Harvested,Hectares,1416.401
1963,MINNESOTA,FARIBAULT,Production,Tonnes,55600
1963,MINNESOTA,FARIBAULT,Yield,kg / ha,39289.7268
1963,MINNESOTA,FREEBORN,Area Harvested,Hectares,768.9034
1963,MINNESOTA,FREEBORN,Production,Tonnes,22800
1963,MINNESOTA,FREEBORN,Yield,kg / ha,29652.624
1963,MINNESOTA,MARTIN,Area Harvested,Hectares,526.0918
1963,MINNESOTA,MARTIN,Production,Tonnes,15700
1963,MINNESOTA,MARTIN,Yield,kg / ha,29899.7292
1963,MINNESOTA,NICOLLET,Area Harvested,Hectares,364.2174
1963,MINNESOTA,NICOLLET,Production,Tonnes,12200
1963,MINNESOTA,NICOLLET,Yield,kg / ha,33606.3072
1963,MINNESOTA,WASECA,Area Harvested,Hectares,364.2174
1963,MINNESOTA,WASECA,Production,Tonnes,11700
1963,MINNESOTA,WASECA,Yield,kg / ha,32123.676
1963,MINNESOTA,WATONWAN,Area Harvested,Hectares,121.4058
1963,MINNESOTA,WATONWAN,Production,Tonnes,3600
1963,MINNESOTA,WATONWAN,Yield,kg / ha,29652.624
1963,MINNESOTA,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,80.9372
1963,MINNESOTA,OTHER (COMBINED) COUNTIES,Production,Tonnes,2100
1963,MINNESOTA,OTHER (COMBINED) COUNTIES,Yield,kg / ha,25946.046
1963,MINNESOTA,REDWOOD,Area Harvested,Hectares,566.5604
1963,MINNESOTA,REDWOOD,Production,Tonnes,14700
1963,MINNESOTA,REDWOOD,Yield,kg / ha,25946.046
1963,MINNESOTA,BIG STONE,Area Harvested,Hectares,566.5604
1963,MINNESOTA,BIG STONE,Production,Tonnes,20900
1963,MINNESOTA,BIG STONE,Yield,kg / ha,36818.6748
1963,MINNESOTA,CHIPPEWA,Area Harvested,Hectares,2185.3044
1963,MINNESOTA,CHIPPEWA,Production,Tonnes,73400
1963,MINNESOTA,CHIPPEWA,Yield,kg / ha,33606.3072
1963,MINNESOTA,LAC QUI PARLE,Area Harvested,Hectares,647.4976
1963,MINNESOTA,LAC QUI PARLE,Production,Tonnes,21400
1963,MINNESOTA,LAC QUI PARLE,Yield,kg / ha,33112.0968
1963,MINNESOTA,SWIFT,Area Harvested,Hectares,1618.744
1963,MINNESOTA,SWIFT,Production,Tonnes,50400
1963,MINNESOTA,SWIFT,Yield,kg / ha,31135.2552
1963,MINNESOTA,WILKIN,Area Harvested,Hectares,566.5604
1963,MINNESOTA,WILKIN,Production,Tonnes,17600
1963,MINNESOTA,WILKIN,Yield,kg / ha,31135.2552
1963,MINNESOTA,YELLOW MEDICINE,Area Harvested,Hectares,526.0918
1963,MINNESOTA,YELLOW MEDICINE,Production,Tonnes,18500
1963,MINNESOTA,YELLOW MEDICINE,Yield,kg / ha,35088.9384
1963,MONTANA,BROADWATER,Area Harvested,Hectares,748.6691
1963,MONTANA,BROADWATER,Production,Tonnes,22900
1963,MONTANA,BROADWATER,Yield,kg / ha,30641.0448
1963,MONTANA,LEWIS AND CLARK,Area Harvested,Hectares,188.17899
1963,MONTANA,LEWIS AND CLARK,Production,Tonnes,6300
1963,MONTANA,LEWIS AND CLARK,Yield,kg / ha,33359.202
1963,MONTANA,BLAINE,Area Harvested,Hectares,1040.04302
1963,MONTANA,BLAINE,Production,Tonnes,41900
1963,MONTANA,BLAINE,Yield,kg / ha,40278.1476
1963,MONTANA,PHILLIPS,Area Harvested,Hectares,287.32706
1963,MONTANA,PHILLIPS,Production,Tonnes,11000
1963,MONTANA,PHILLIPS,Yield,kg / ha,38301.306
1963,MONTANA,DAWSON,Area Harvested,Hectares,1349.62781
1963,MONTANA,DAWSON,Production,Tonnes,55000
1963,MONTANA,DAWSON,Yield,kg / ha,40772.358
1963,MONTANA,RICHLAND,Area Harvested,Hectares,4504.15518
1963,MONTANA,RICHLAND,Production,Tonnes,177000
1963,MONTANA,RICHLAND,Yield,kg / ha,39289.7268
1963,MONTANA,LAKE,Area Harvested,Hectares,271.13962
1963,MONTANA,LAKE,Production,Tonnes,9900
1963,MONTANA,LAKE,Yield,kg / ha,36571.5696
1963,MONTANA,MISSOULA,Area Harvested,Hectares,384.4517
1963,MONTANA,MISSOULA,Production,Tonnes,14700
1963,MONTANA,MISSOULA,Yield,kg / ha,38301.306
1963,MONTANA,RAVALLI,Area Harvested,Hectares,1027.90244
1963,MONTANA,RAVALLI,Production,Tonnes,43900
1963,MONTANA,RAVALLI,Yield,kg / ha,42749.1996
1963,MONTANA,BIG HORN,Area Harvested,Hectares,3844.517
1963,MONTANA,BIG HORN,Production,Tonnes,162400
1963,MONTANA,BIG HORN,Yield,kg / ha,42254.9892
1963,MONTANA,CARBON,Area Harvested,Hectares,1910.11792
1963,MONTANA,CARBON,Production,Tonnes,87300
1963,MONTANA,CARBON,Yield,kg / ha,45714.462
1963,MONTANA,STILLWATER,Area Harvested,Hectares,497.76378
1963,MONTANA,STILLWATER,Production,Tonnes,23600
1963,MONTANA,STILLWATER,Yield,kg / ha,47444.1984
1963,MONTANA,TREASURE,Area Harvested,Hectares,1464.96332
1963,MONTANA,TREASURE,Production,Tonnes,79600
1963,MONTANA,TREASURE,Yield,kg / ha,54363.144
1963,MONTANA,YELLOWSTONE,Area Harvested,Hectares,5309.48032
1963,MONTANA,YELLOWSTONE,Production,Tonnes,261000
1963,MONTANA,YELLOWSTONE,Yield,kg / ha,49173.9348
1963,MONTANA,CUSTER,Area Harvested,Hectares,1683.49376
1963,MONTANA,CUSTER,Production,Tonnes,77800
1963,MONTANA,CUSTER,Yield,kg / ha,46208.6724
1963,MONTANA,PRAIRIE,Area Harvested,Hectares,894.35606
1963,MONTANA,PRAIRIE,Production,Tonnes,39600
1963,MONTANA,PRAIRIE,Yield,kg / ha,44231.8308
1963,MONTANA,ROSEBUD,Area Harvested,Hectares,1181.68312
1963,MONTANA,ROSEBUD,Production,Tonnes,56100
1963,MONTANA,ROSEBUD,Yield,kg / ha,47444.1984
1963,NORTH DAKOTA,CASS,Area Harvested,Hectares,2602.13098
1963,NORTH DAKOTA,CASS,Production,Tonnes,92450
1963,NORTH DAKOTA,CASS,Yield,kg / ha,35583.1488
1963,NORTH DAKOTA,TRAILL,Area Harvested,Hectares,2650.6933
1963,NORTH DAKOTA,TRAILL,Production,Tonnes,85100
1963,NORTH DAKOTA,TRAILL,Yield,kg / ha,32123.676
1963,NORTH DAKOTA,GRAND FORKS,Area Harvested,Hectares,3978.06338
1963,NORTH DAKOTA,GRAND FORKS,Production,Tonnes,134500
1963,NORTH DAKOTA,GRAND FORKS,Yield,kg / ha,33853.4124
1963,NORTH DAKOTA,PEMBINA,Area Harvested,Hectares,3265.81602
1963,NORTH DAKOTA,PEMBINA,Production,Tonnes,110450
1963,NORTH DAKOTA,PEMBINA,Yield,kg / ha,33853.4124
1963,NORTH DAKOTA,WALSH,Area Harvested,Hectares,4330.1402
1963,NORTH DAKOTA,WALSH,Production,Tonnes,149600
1963,NORTH DAKOTA,WALSH,Yield,kg / ha,34594.728
1963,NORTH DAKOTA,WILLIAMS,Area Harvested,Hectares,890.3092
1963,NORTH DAKOTA,WILLIAMS,Production,Tonnes,32300
1963,NORTH DAKOTA,WILLIAMS,Yield,kg / ha,36324.4644
1963,NORTH DAKOTA,RICHLAND,Area Harvested,Hectares,526.0918
1963,NORTH DAKOTA,RICHLAND,Production,Tonnes,14650
1963,NORTH DAKOTA,RICHLAND,Yield,kg / ha,27922.8876
1963,NORTH DAKOTA,MCKENZIE,Area Harvested,Hectares,2144.8358
1963,NORTH DAKOTA,MCKENZIE,Production,Tonnes,75700
1963,NORTH DAKOTA,MCKENZIE,Yield,kg / ha,35336.0436
1962,COLORADO,ADAMS,Area Harvested,Hectares,1424.49472
1962,COLORADO,ADAMS,Production,Tonnes,57745
1962,COLORADO,ADAMS,Yield,kg / ha,40525.2528
1962,COLORADO,KIT CARSON,Area Harvested,Hectares,1120.98022
1962,COLORADO,KIT CARSON,Production,Tonnes,44875
1962,COLORADO,KIT CARSON,Yield,kg / ha,40031.0424
1962,COLORADO,LINCOLN,Area Harvested,Hectares,56.65604
1962,COLORADO,LINCOLN,Production,Tonnes,2240
1962,COLORADO,LINCOLN,Yield,kg / ha,39536.832
1962,COLORADO,WASHINGTON,Area Harvested,Hectares,412.77972
1962,COLORADO,WASHINGTON,Production,Tonnes,12850
1962,COLORADO,WASHINGTON,Yield,kg / ha,31135.2552
1962,COLORADO,BOULDER,Area Harvested,Hectares,1513.52564
1962,COLORADO,BOULDER,Production,Tonnes,60960
1962,COLORADO,BOULDER,Yield,kg / ha,40278.1476
1962,COLORADO,LARIMER,Area Harvested,Hectares,4087.3286
1962,COLORADO,LARIMER,Production,Tonnes,161600
1962,COLORADO,LARIMER,Yield,kg / ha,39536.832
1962,COLORADO,LOGAN,Area Harvested,Hectares,5443.0267
1962,COLORADO,LOGAN,Production,Tonnes,188300
1962,COLORADO,LOGAN,Yield,kg / ha,34594.728
1962,COLORADO,MORGAN,Area Harvested,Hectares,10230.46208
1962,COLORADO,MORGAN,Production,Tonnes,369090
1962,COLORADO,MORGAN,Yield,kg / ha,36077.3592
1962,COLORADO,SEDGWICK,Area Harvested,Hectares,2193.39812
1962,COLORADO,SEDGWICK,Production,Tonnes,97020
1962,COLORADO,SEDGWICK,Yield,kg / ha,44231.8308
1962,COLORADO,WELD,Area Harvested,Hectares,30654.9645
1962,COLORADO,WELD,Production,Tonnes,1231310
1962,COLORADO,WELD,Yield,kg / ha,40278.1476
1962,COLORADO,BACA,Area Harvested,Hectares,637.38045
1962,COLORADO,BACA,Production,Tonnes,26460
1962,COLORADO,BACA,Yield,kg / ha,41513.6736
1962,COLORADO,BENT,Area Harvested,Hectares,681.89591
1962,COLORADO,BENT,Production,Tonnes,24265
1962,COLORADO,BENT,Yield,kg / ha,35583.1488
1962,COLORADO,CROWLEY,Area Harvested,Hectares,946.96524
1962,COLORADO,CROWLEY,Production,Tonnes,37210
1962,COLORADO,CROWLEY,Yield,kg / ha,39289.7268
1962,COLORADO,LAS ANIMAS,Area Harvested,Hectares,171.99155
1962,COLORADO,LAS ANIMAS,Production,Tonnes,4845
1962,COLORADO,LAS ANIMAS,Yield,kg / ha,28169.9928
