Area,Year,Month,Unit,Value
Newfoundland and Labrador,2010,4,Persons,521204
Newfoundland and Labrador,2010,7,Persons,522009
Newfoundland and Labrador,2010,10,Persons,522865
Prince Edward Island,2010,1,Persons,140612
Prince Edward Island,2010,4,Persons,140990
Prince Edward Island,2010,7,Persons,141654
Prince Edward Island,2010,10,Persons,142732
Nova Scotia,2010,1,Persons,940823
Nova Scotia,2010,4,Persons,940919
Nova Scotia,2010,7,Persons,942107
Nova Scotia,2010,10,Persons,944179
New Brunswick,2010,1,Persons,751281
New Brunswick,2010,4,Persons,752021
New Brunswick,2010,7,Persons,753035
New Brunswick,2010,10,Persons,754287
Quebec,2010,1,Persons,7885717
Quebec,2010,4,Persons,7903339
Quebec,2010,7,Persons,7929222
Quebec,2010,10,Persons,7955007
Ontario,2010,1,Persons,13058435
Ontario,2010,4,Persons,13088106
Ontario,2010,7,Persons,13135778
Ontario,2010,10,Persons,13189339
Manitoba,2010,1,Persons,1213933
Manitoba,2010,4,Persons,1216610
Manitoba,2010,7,Persons,1220780
Manitoba,2010,10,Persons,1224662
Saskatchewan,2010,1,Persons,1042952
Saskatchewan,2010,4,Persons,1046799
Saskatchewan,2010,7,Persons,1051443
Saskatchewan,2010,10,Persons,1056115
Alberta,2010,1,Persons,3702266
Alberta,2010,4,Persons,3714974
Alberta,2010,7,Persons,3732082
Alberta,2010,10,Persons,3747226
British Columbia,2010,1,Persons,4441329
British Columbia,2010,4,Persons,4453744
British Columbia,2010,7,Persons,4465546
British Columbia,2010,10,Persons,4483609
Yukon,2010,1,Persons,34007
Yukon,2010,4,Persons,34241
Yukon,2010,7,Persons,34596
Yukon,2010,10,Persons,34789
Northwest Territories,2010,1,Persons,42970
Northwest Territories,2010,4,Persons,43152
Northwest Territories,2010,7,Persons,43285
Northwest Territories,2010,10,Persons,43303
Nunavut,2010,1,Persons,32921
Nunavut,2010,4,Persons,33137
Nunavut,2010,7,Persons,33352
Nunavut,2010,10,Persons,33570
Canada,2011,1,Persons,34166099
Canada,2011,4,Persons,34230378
Canada,2011,7,Persons,34339328
Canada,2011,10,Persons,34457998
Newfoundland and Labrador,2011,1,Persons,523726
Newfoundland and Labrador,2011,4,Persons,524239
Newfoundland and Labrador,2011,7,Persons,524999
Newfoundland and Labrador,2011,10,Persons,525936
Prince Edward Island,2011,1,Persons,143020
Prince Edward Island,2011,4,Persons,143265
Prince Edward Island,2011,7,Persons,143963
Prince Edward Island,2011,10,Persons,144378
Nova Scotia,2011,1,Persons,944068
Nova Scotia,2011,4,Persons,943918
Nova Scotia,2011,7,Persons,944274
Nova Scotia,2011,10,Persons,945016
New Brunswick,2011,1,Persons,754794
New Brunswick,2011,4,Persons,754841
New Brunswick,2011,7,Persons,755705
New Brunswick,2011,10,Persons,756420
Quebec,2011,1,Persons,7967185
Quebec,2011,4,Persons,7982119
Quebec,2011,7,Persons,8005090
Quebec,2011,10,Persons,8021860
Ontario,2011,1,Persons,13198650
Ontario,2011,4,Persons,13221999
Ontario,2011,7,Persons,13261381
Ontario,2011,10,Persons,13308659
Manitoba,2011,1,Persons,1227212
Manitoba,2011,4,Persons,1229063
Manitoba,2011,7,Persons,1233649
Manitoba,2011,10,Persons,1238019
Saskatchewan,2011,1,Persons,1058963
Saskatchewan,2011,4,Persons,1061484
Saskatchewan,2011,7,Persons,1066026
Saskatchewan,2011,10,Persons,1070687
Alberta,2011,1,Persons,3754424
Alberta,2011,4,Persons,3768773
Alberta,2011,7,Persons,3789030
Alberta,2011,10,Persons,3807726
British Columbia,2011,1,Persons,4482260
British Columbia,2011,4,Persons,4488508
British Columbia,2011,7,Persons,4502104
British Columbia,2011,10,Persons,4525684
Yukon,2011,1,Persons,34801
Yukon,2011,4,Persons,34983
Yukon,2011,7,Persons,35411
Yukon,2011,10,Persons,35668
Northwest Territories,2011,1,Persons,43263
Northwest Territories,2011,4,Persons,43263
Northwest Territories,2011,7,Persons,43504
Northwest Territories,2011,10,Persons,43593
Nunavut,2011,1,Persons,33733
Nunavut,2011,4,Persons,33923
Nunavut,2011,7,Persons,34192
Nunavut,2011,10,Persons,34352
Canada,2012,1,Persons,34516352
Canada,2012,4,Persons,34592779
Canada,2012,7,Persons,34714222
Canada,2012,10,Persons,34836008
Newfoundland and Labrador,2012,1,Persons,526215
Newfoundland and Labrador,2012,4,Persons,525655
Newfoundland and Labrador,2012,7,Persons,526345
Newfoundland and Labrador,2012,10,Persons,527180
Prince Edward Island,2012,1,Persons,144310
Prince Edward Island,2012,4,Persons,144472
Prince Edward Island,2012,7,Persons,144530
Prince Edward Island,2012,10,Persons,144520
Nova Scotia,2012,1,Persons,944307
Nova Scotia,2012,4,Persons,943746
Nova Scotia,2012,7,Persons,943635
Nova Scotia,2012,10,Persons,943341
New Brunswick,2012,1,Persons,757278
New Brunswick,2012,4,Persons,757270
New Brunswick,2012,7,Persons,758378
New Brunswick,2012,10,Persons,758673
Quebec,2012,1,Persons,8029498
Quebec,2012,4,Persons,8039492
Quebec,2012,7,Persons,8061101
Quebec,2012,10,Persons,8078388
Ontario,2012,1,Persons,13323332
Ontario,2012,4,Persons,13348263
Ontario,2012,7,Persons,13390632
Ontario,2012,10,Persons,13434943
Manitoba,2012,1,Persons,1242141
Manitoba,2012,4,Persons,1245692
Manitoba,2012,7,Persons,1249975
Manitoba,2012,10,Persons,1254178
Saskatchewan,2012,1,Persons,1074265
Saskatchewan,2012,4,Persons,1077892
Saskatchewan,2012,7,Persons,1083755
Saskatchewan,2012,10,Persons,1088959
Alberta,2012,1,Persons,3825072
Alberta,2012,4,Persons,3847722
Alberta,2012,7,Persons,3874548
Alberta,2012,10,Persons,3900333
British Columbia,2012,1,Persons,4536084
British Columbia,2012,4,Persons,4548438
British Columbia,2012,7,Persons,4566769
British Columbia,2012,10,Persons,4590545
Yukon,2012,1,Persons,35782
Yukon,2012,4,Persons,35843
Yukon,2012,7,Persons,36234
Yukon,2012,10,Persons,36425
Northwest Territories,2012,1,Persons,43648
Northwest Territories,2012,4,Persons,43701
Northwest Territories,2012,7,Persons,43648
Northwest Territories,2012,10,Persons,43681
Nunavut,2012,1,Persons,34420
Nunavut,2012,4,Persons,34593
Nunavut,2012,7,Persons,34672
Nunavut,2012,10,Persons,34842
Canada,2013,1,Persons,34883119
Canada,2013,4,Persons,34958216
Canada,2013,7,Persons,35082954
Canada,2013,10,Persons,35211866
Newfoundland and Labrador,2013,1,Persons,527248
Newfoundland and Labrador,2013,4,Persons,527313
Newfoundland and Labrador,2013,7,Persons,527114
Newfoundland and Labrador,2013,10,Persons,528117
Prince Edward Island,2013,1,Persons,144175
Prince Edward Island,2013,4,Persons,143948
Prince Edward Island,2013,7,Persons,144094
Prince Edward Island,2013,10,Persons,144103
Nova Scotia,2013,1,Persons,942598
Nova Scotia,2013,4,Persons,941230
Nova Scotia,2013,7,Persons,940434
Nova Scotia,2013,10,Persons,940105
New Brunswick,2013,1,Persons,758298
New Brunswick,2013,4,Persons,758132
New Brunswick,2013,7,Persons,758544
New Brunswick,2013,10,Persons,758670
Quebec,2013,1,Persons,8082771
Quebec,2013,4,Persons,8090916
Quebec,2013,7,Persons,8110880
Quebec,2013,10,Persons,8124660
Ontario,2013,1,Persons,13444704
Ontario,2013,4,Persons,13467829
Ontario,2013,7,Persons,13510781
Ontario,2013,10,Persons,13558528
Manitoba,2013,1,Persons,1257940
Manitoba,2013,4,Persons,1260834
Manitoba,2013,7,Persons,1264620
Manitoba,2013,10,Persons,1268428
Saskatchewan,2013,1,Persons,1091547
Saskatchewan,2013,4,Persons,1094390
Saskatchewan,2013,7,Persons,1099736
Saskatchewan,2013,10,Persons,1103730
Alberta,2013,1,Persons,3920499
Alberta,2013,4,Persons,3946798
Alberta,2013,7,Persons,3981011
Alberta,2013,10,Persons,4010903
British Columbia,2013,1,Persons,4598255
British Columbia,2013,4,Persons,4611648
British Columbia,2013,7,Persons,4630077
British Columbia,2013,10,Persons,4658875
Yukon,2013,1,Persons,36373
Yukon,2013,4,Persons,36313
Yukon,2013,7,Persons,36521
Yukon,2013,10,Persons,36448
Northwest Territories,2013,1,Persons,43737
Northwest Territories,2013,4,Persons,43867
Northwest Territories,2013,7,Persons,43805
Northwest Territories,2013,10,Persons,43756
Nunavut,2013,1,Persons,34974
Nunavut,2013,4,Persons,34998
Nunavut,2013,7,Persons,35337
Nunavut,2013,10,Persons,35543
Canada,2014,1,Persons,35249639
Canada,2014,4,Persons,35323533
Canada,2014,7,Persons,35437435
Canada,2014,10,Persons,35559047
Newfoundland and Labrador,2014,1,Persons,528242
Newfoundland and Labrador,2014,4,Persons,527498
Newfoundland and Labrador,2014,7,Persons,528159
Newfoundland and Labrador,2014,10,Persons,528461
Prince Edward Island,2014,1,Persons,143996
Prince Edward Island,2014,4,Persons,143984
Prince Edward Island,2014,7,Persons,144283
Prince Edward Island,2014,10,Persons,144538
Nova Scotia,2014,1,Persons,939867
Nova Scotia,2014,4,Persons,938913
Nova Scotia,2014,7,Persons,938545
Nova Scotia,2014,10,Persons,938972
New Brunswick,2014,1,Persons,759018
New Brunswick,2014,4,Persons,758876
New Brunswick,2014,7,Persons,758976
New Brunswick,2014,10,Persons,759524
Quebec,2014,1,Persons,8125478
Quebec,2014,4,Persons,8132425
Quebec,2014,7,Persons,8150183
Quebec,2014,10,Persons,8165447
Ontario,2014,1,Persons,13562583
Ontario,2014,4,Persons,13582747
Ontario,2014,7,Persons,13617553
Ontario,2014,10,Persons,13661314
Manitoba,2014,1,Persons,1271562
Manitoba,2014,4,Persons,1274407
Manitoba,2014,7,Persons,1279014
Manitoba,2014,10,Persons,1283366
Saskatchewan,2014,1,Persons,1106374
Saskatchewan,2014,4,Persons,1109631
Saskatchewan,2014,7,Persons,1112979
Saskatchewan,2014,10,Persons,1116203
Alberta,2014,1,Persons,4029951
Alberta,2014,4,Persons,4054280
Alberta,2014,7,Persons,4083648
Alberta,2014,10,Persons,4106056
British Columbia,2014,1,Persons,4666788
British Columbia,2014,4,Persons,4684490
British Columbia,2014,7,Persons,4707103
British Columbia,2014,10,Persons,4737725
Yukon,2014,1,Persons,36393
Yukon,2014,4,Persons,36682
Yukon,2014,7,Persons,37137
Yukon,2014,10,Persons,37272
Northwest Territories,2014,1,Persons,43800
Northwest Territories,2014,4,Persons,43794
Northwest Territories,2014,7,Persons,43884
Northwest Territories,2014,10,Persons,44064
Nunavut,2014,1,Persons,35587
Nunavut,2014,4,Persons,35806
Nunavut,2014,7,Persons,35971
Nunavut,2014,10,Persons,36105
Canada,2015,1,Persons,35575187
Canada,2015,4,Persons,35611271
Canada,2015,7,Persons,35702908
Canada,2015,10,Persons,35822894
Newfoundland and Labrador,2015,1,Persons,528361
Newfoundland and Labrador,2015,4,Persons,528063
Newfoundland and Labrador,2015,7,Persons,528117
Newfoundland and Labrador,2015,10,Persons,528696
Prince Edward Island,2015,1,Persons,144368
Prince Edward Island,2015,4,Persons,144259
Prince Edward Island,2015,7,Persons,144546
Prince Edward Island,2015,10,Persons,144894
Nova Scotia,2015,1,Persons,938296
Nova Scotia,2015,4,Persons,936271
Nova Scotia,2015,7,Persons,936525
Nova Scotia,2015,10,Persons,938320
New Brunswick,2015,1,Persons,759617
New Brunswick,2015,4,Persons,758948
New Brunswick,2015,7,Persons,758842
New Brunswick,2015,10,Persons,759778
Quebec,2015,1,Persons,8163132
Quebec,2015,4,Persons,8163063
Quebec,2015,7,Persons,8175272
Quebec,2015,10,Persons,8190014
Ontario,2015,1,Persons,13657737
Ontario,2015,4,Persons,13669860
Ontario,2015,7,Persons,13707118
Ontario,2015,10,Persons,13757688
Manitoba,2015,1,Persons,1286453
Manitoba,2015,4,Persons,1288094
Manitoba,2015,7,Persons,1292227
Manitoba,2015,10,Persons,1297329
Saskatchewan,2015,1,Persons,1118181
Saskatchewan,2015,4,Persons,1118806
Saskatchewan,2015,7,Persons,1120967
Saskatchewan,2015,10,Persons,1124919
Alberta,2015,1,Persons,4116047
Alberta,2015,4,Persons,4128300
Alberta,2015,7,Persons,4144491
Alberta,2015,10,Persons,4159519
British Columbia,2015,1,Persons,4745468
British Columbia,2015,4,Persons,4757759
British Columbia,2015,7,Persons,4776388
British Columbia,2015,10,Persons,4802955
Yukon,2015,1,Persons,37168
Yukon,2015,4,Persons,37372
Yukon,2015,7,Persons,37690
Yukon,2015,10,Persons,37751
Northwest Territories,2015,1,Persons,44140
Northwest Territories,2015,4,Persons,44193
Northwest Territories,2015,7,Persons,44237
Northwest Territories,2015,10,Persons,44428
Nunavut,2015,1,Persons,36219
Nunavut,2015,4,Persons,36283
Nunavut,2015,7,Persons,36488
Nunavut,2015,10,Persons,36603
Canada,2016,1,Persons,35871136
Canada,2016,4,Persons,35970303
Canada,2016,7,Persons,36109487
Canada,2016,10,Persons,36258726
Newfoundland and Labrador,2016,1,Persons,528800
Newfoundland and Labrador,2016,4,Persons,529063
Newfoundland and Labrador,2016,7,Persons,529426
Newfoundland and Labrador,2016,10,Persons,529900
Prince Edward Island,2016,1,Persons,145202
Prince Edward Island,2016,4,Persons,145784
Prince Edward Island,2016,7,Persons,146969
Prince Edward Island,2016,10,Persons,147936
Nova Scotia,2016,1,Persons,938690
Nova Scotia,2016,4,Persons,940382
Nova Scotia,2016,7,Persons,942790
Nova Scotia,2016,10,Persons,946030
New Brunswick,2016,1,Persons,760580
New Brunswick,2016,4,Persons,762289
New Brunswick,2016,7,Persons,763350
New Brunswick,2016,10,Persons,764844
Quebec,2016,1,Persons,8193624
Quebec,2016,4,Persons,8204085
Quebec,2016,7,Persons,8225950
Quebec,2016,10,Persons,8249692
Ontario,2016,1,Persons,13773629
Ontario,2016,4,Persons,13816545
Ontario,2016,7,Persons,13875394
Ontario,2016,10,Persons,13946431
Manitoba,2016,1,Persons,1302544
Manitoba,2016,4,Persons,1307689
Manitoba,2016,7,Persons,1314139
Manitoba,2016,10,Persons,1319911
Saskatchewan,2016,1,Persons,1127773
Saskatchewan,2016,4,Persons,1131147
Saskatchewan,2016,7,Persons,1135987
Saskatchewan,2016,10,Persons,1140690
Alberta,2016,1,Persons,4169830
Alberta,2016,4,Persons,4181765
Alberta,2016,7,Persons,4196061
Alberta,2016,10,Persons,4208958
British Columbia,2016,1,Persons,4811465
British Columbia,2016,4,Persons,4832155
British Columbia,2016,7,Persons,4859250
British Columbia,2016,10,Persons,4884002
Yukon,2016,1,Persons,37770
Yukon,2016,4,Persons,38042
Yukon,2016,7,Persons,38547
Yukon,2016,10,Persons,38750
Northwest Territories,2016,1,Persons,44507
Northwest Territories,2016,4,Persons,44590
Northwest Territories,2016,7,Persons,44649
Northwest Territories,2016,10,Persons,44542
Nunavut,2016,1,Persons,36722
Nunavut,2016,4,Persons,36767
Nunavut,2016,7,Persons,36975
Nunavut,2016,10,Persons,37040
Canada,2017,1,Persons,36314099
Canada,2017,4,Persons,36398040
Canada,2017,7,Persons,36545295
Canada,2017,10,Persons,36721242
Newfoundland and Labrador,2017,1,Persons,529347
Newfoundland and Labrador,2017,4,Persons,528544
Newfoundland and Labrador,2017,7,Persons,528249
Newfoundland and Labrador,2017,10,Persons,528288
Prince Edward Island,2017,1,Persons,148181
Prince Edward Island,2017,4,Persons,148860
Prince Edward Island,2017,7,Persons,150402
Prince Edward Island,2017,10,Persons,151376
Nova Scotia,2017,1,Persons,945943
Nova Scotia,2017,4,Persons,947384
Nova Scotia,2017,7,Persons,950108
Nova Scotia,2017,10,Persons,953683
New Brunswick,2017,1,Persons,764617
New Brunswick,2017,4,Persons,764813
New Brunswick,2017,7,Persons,766621
New Brunswick,2017,10,Persons,767935
Quebec,2017,1,Persons,8257450
Quebec,2017,4,Persons,8272894
Quebec,2017,7,Persons,8302063
Quebec,2017,10,Persons,8336460
Ontario,2017,1,Persons,13971785
Ontario,2017,4,Persons,14006386
Ontario,2017,7,Persons,14070141
Ontario,2017,10,Persons,14150783
Manitoba,2017,1,Persons,1324129
Manitoba,2017,4,Persons,1328412
Manitoba,2017,7,Persons,1334790
Manitoba,2017,10,Persons,1340565
Saskatchewan,2017,1,Persons,1143313
Saskatchewan,2017,4,Persons,1146218
Saskatchewan,2017,7,Persons,1150331
Saskatchewan,2017,10,Persons,1154755
Alberta,2017,1,Persons,4217855
Alberta,2017,4,Persons,4227969
Alberta,2017,7,Persons,4241100
Alberta,2017,10,Persons,4258195
British Columbia,2017,1,Persons,4890848
British Columbia,2017,4,Persons,4905210
British Columbia,2017,7,Persons,4929384
British Columbia,2017,10,Persons,4956550
Yukon,2017,1,Persons,38848
Yukon,2017,4,Persons,39202
Yukon,2017,7,Persons,39669
Yukon,2017,10,Persons,39823
Northwest Territories,2017,1,Persons,44607
Northwest Territories,2017,4,Persons,44813
Northwest Territories,2017,7,Persons,44891
Northwest Territories,2017,10,Persons,45126
Nunavut,2017,1,Persons,37176
Nunavut,2017,4,Persons,37335
Nunavut,2017,7,Persons,37546
Nunavut,2017,10,Persons,37703
Canada,2018,1,Persons,36798442
Canada,2018,4,Persons,36898490
Canada,2018,7,Persons,37065178
Canada,2018,10,Persons,37249240
Newfoundland and Labrador,2018,1,Persons,527544
Newfoundland and Labrador,2018,4,Persons,526395
Newfoundland and Labrador,2018,7,Persons,525560
Newfoundland and Labrador,2018,10,Persons,525765
Prince Edward Island,2018,1,Persons,151516
Prince Edward Island,2018,4,Persons,152039
Prince Edward Island,2018,7,Persons,153396
Prince Edward Island,2018,10,Persons,155129
Nova Scotia,2018,1,Persons,953838
Nova Scotia,2018,4,Persons,954618
Nova Scotia,2018,7,Persons,958406
Nova Scotia,2018,10,Persons,963309
New Brunswick,2018,1,Persons,768005
New Brunswick,2018,4,Persons,768522
New Brunswick,2018,7,Persons,770301
New Brunswick,2018,10,Persons,772524
Quebec,2018,1,Persons,8350601
Quebec,2018,4,Persons,8367551
Quebec,2018,7,Persons,8401738
Quebec,2018,10,Persons,8433888
Ontario,2018,1,Persons,14186830
Ontario,2018,4,Persons,14235643
Ontario,2018,7,Persons,14308697
Ontario,2018,10,Persons,14393683
Manitoba,2018,1,Persons,1344418
Manitoba,2018,4,Persons,1347055
Manitoba,2018,7,Persons,1352825
Manitoba,2018,10,Persons,1357879
Saskatchewan,2018,1,Persons,1156659
Saskatchewan,2018,4,Persons,1158451
Saskatchewan,2018,7,Persons,1161767
Saskatchewan,2018,10,Persons,1165938
Alberta,2018,1,Persons,4268853
Alberta,2018,4,Persons,4281706
Alberta,2018,7,Persons,4298275
Alberta,2018,10,Persons,4317453
British Columbia,2018,1,Persons,4967421
British Columbia,2018,4,Persons,4983183
British Columbia,2018,7,Persons,5010476
British Columbia,2018,10,Persons,5039661
Yukon,2018,1,Persons,40006
Yukon,2018,4,Persons,40200
Yukon,2018,7,Persons,40613
Yukon,2018,10,Persons,40761
Northwest Territories,2018,1,Persons,45066
Northwest Territories,2018,4,Persons,45320
Northwest Territories,2018,7,Persons,44981
Northwest Territories,2018,10,Persons,44964
Nunavut,2018,1,Persons,37685
Nunavut,2018,4,Persons,37807
Nunavut,2018,7,Persons,38143
Nunavut,2018,10,Persons,38286
Canada,2019,1,Persons,37324239
Canada,2019,4,Persons,37417155
Canada,2019,7,Persons,37593384
Canada,2019,10,Persons,37802043
Newfoundland and Labrador,2019,1,Persons,524883
Newfoundland and Labrador,2019,4,Persons,524126
Newfoundland and Labrador,2019,7,Persons,523476
Newfoundland and Labrador,2019,10,Persons,524137
Prince Edward Island,2019,1,Persons,155244
Prince Edward Island,2019,4,Persons,155833
Prince Edward Island,2019,7,Persons,157262
Prince Edward Island,2019,10,Persons,158334
Nova Scotia,2019,1,Persons,963890
Nova Scotia,2019,4,Persons,965287
Nova Scotia,2019,7,Persons,969747
Nova Scotia,2019,10,Persons,975231
New Brunswick,2019,1,Persons,772748
New Brunswick,2019,4,Persons,773805
New Brunswick,2019,7,Persons,776868
New Brunswick,2019,10,Persons,780154
Quebec,2019,1,Persons,8446906
Quebec,2019,4,Persons,8465271
Quebec,2019,7,Persons,8501703
Quebec,2019,10,Persons,8540429
Ontario,2019,1,Persons,14428712
Ontario,2019,4,Persons,14467162
Ontario,2019,7,Persons,14544718
Ontario,2019,10,Persons,14637880
Manitoba,2019,1,Persons,1361632
Manitoba,2019,4,Persons,1364223
Manitoba,2019,7,Persons,1369540
Manitoba,2019,10,Persons,1373574
Saskatchewan,2019,1,Persons,1168461
Saskatchewan,2019,4,Persons,1169286
Saskatchewan,2019,7,Persons,1172302
Saskatchewan,2019,10,Persons,1176272
Alberta,2019,1,Persons,4330698
Alberta,2019,4,Persons,4343951
Alberta,2019,7,Persons,4361694
Alberta,2019,10,Persons,4384968
British Columbia,2019,1,Persons,5046576
British Columbia,2019,4,Persons,5063527
British Columbia,2019,7,Persons,5090955
British Columbia,2019,10,Persons,5125659
Yukon,2019,1,Persons,40947
Yukon,2019,4,Persons,41040
Yukon,2019,7,Persons,41477
Yukon,2019,10,Persons,41668
Northwest Territories,2019,1,Persons,45194
Northwest Territories,2019,4,Persons,45118
Northwest Territories,2019,7,Persons,45028
Northwest Territories,2019,10,Persons,45100
Nunavut,2019,1,Persons,38348
Nunavut,2019,4,Persons,38526
Nunavut,2019,7,Persons,38614
Nunavut,2019,10,Persons,38637
Canada,2020,1,Persons,37899277
Canada,2020,4,Persons,37979854
Canada,2020,7,Persons,38005238
Canada,2020,10,Persons,38008005
Newfoundland and Labrador,2020,1,Persons,523631
Newfoundland and Labrador,2020,4,Persons,522994
Newfoundland and Labrador,2020,7,Persons,522103
Newfoundland and Labrador,2020,10,Persons,520961
Prince Edward Island,2020,1,Persons,158629
Prince Edward Island,2020,4,Persons,159249
Prince Edward Island,2020,7,Persons,159625
Prince Edward Island,2020,10,Persons,159747
Nova Scotia,2020,1,Persons,975898
Nova Scotia,2020,4,Persons,977043
Nova Scotia,2020,7,Persons,979351
Nova Scotia,2020,10,Persons,979089
New Brunswick,2020,1,Persons,780040
New Brunswick,2020,4,Persons,781024
New Brunswick,2020,7,Persons,781476
New Brunswick,2020,10,Persons,781282
Quebec,2020,1,Persons,8556650
Quebec,2020,4,Persons,8572054
Quebec,2020,7,Persons,8574571
Quebec,2020,10,Persons,8575812
Ontario,2020,1,Persons,14689075
Ontario,2020,4,Persons,14723497
Ontario,2020,7,Persons,14734014
Ontario,2020,10,Persons,14733506
Manitoba,2020,1,Persons,1377004
Manitoba,2020,4,Persons,1378818
Manitoba,2020,7,Persons,1379263
Manitoba,2020,10,Persons,1379469
Saskatchewan,2020,1,Persons,1179154
Saskatchewan,2020,4,Persons,1179618
Saskatchewan,2020,7,Persons,1178681
Saskatchewan,2020,10,Persons,1177782
Alberta,2020,1,Persons,4402045
Alberta,2020,4,Persons,4417006
Alberta,2020,7,Persons,4421876
Alberta,2020,10,Persons,4428082
British Columbia,2020,1,Persons,5131575
British Columbia,2020,4,Persons,5142404
British Columbia,2020,7,Persons,5147712
British Columbia,2020,10,Persons,5145785
Yukon,2020,1,Persons,41731
Yukon,2020,4,Persons,41980
Yukon,2020,7,Persons,42052
Yukon,2020,10,Persons,42165
Northwest Territories,2020,1,Persons,45119
Northwest Territories,2020,4,Persons,45201
Northwest Territories,2020,7,Persons,45161
Northwest Territories,2020,10,Persons,45037
Nunavut,2020,1,Persons,38726
Nunavut,2020,4,Persons,38966
Nunavut,2020,7,Persons,39353
Nunavut,2020,10,Persons,39288
Canada,2021,1,Persons,38048738
Canada,2021,4,Persons,38131104
Newfoundland and Labrador,2021,1,Persons,520438
Newfoundland and Labrador,2021,4,Persons,520286
Prince Edward Island,2021,1,Persons,159819
Prince Edward Island,2021,4,Persons,160536
Nova Scotia,2021,1,Persons,979449
Nova Scotia,2021,4,Persons,982326
New Brunswick,2021,1,Persons,782078
New Brunswick,2021,4,Persons,783721
Quebec,2021,1,Persons,8575944
Quebec,2021,4,Persons,8585523
Ontario,2021,1,Persons,14755211
Ontario,2021,4,Persons,14789778
Manitoba,2021,1,Persons,1380935
Manitoba,2021,4,Persons,1382904
Saskatchewan,2021,1,Persons,1178832
Saskatchewan,2021,4,Persons,1179906
Alberta,2021,1,Persons,4436258
Alberta,2021,4,Persons,4444277
British Columbia,2021,1,Persons,5153039
British Columbia,2021,4,Persons,5174724
Yukon,2021,1,Persons,42192
Yukon,2021,4,Persons,42596
Northwest Territories,2021,1,Persons,45136
Northwest Territories,2021,4,Persons,44991
Nunavut,2021,1,Persons,39407
Nunavut,2021,4,Persons,39536
