Area,Year,Month,Unit,Value
Ontario,1978,10,Persons,8604263
Manitoba,1978,1,Persons,1038859
Manitoba,1978,4,Persons,1040028
Manitoba,1978,7,Persons,1040881
Manitoba,1978,10,Persons,1038528
Saskatchewan,1978,1,Persons,948753
Saskatchewan,1978,4,Persons,950365
Saskatchewan,1978,7,Persons,952430
Saskatchewan,1978,10,Persons,954473
Alberta,1978,1,Persons,1991454
Alberta,1978,4,Persons,2006745
Alberta,1978,7,Persons,2022241
Alberta,1978,10,Persons,2047919
British Columbia,1978,1,Persons,2595858
British Columbia,1978,4,Persons,2603502
British Columbia,1978,7,Persons,2615162
British Columbia,1978,10,Persons,2632020
Yukon,1978,1,Persons,22668
Yukon,1978,4,Persons,22834
Yukon,1978,7,Persons,23157
Yukon,1978,10,Persons,23120
Northwest Territories including Nunavut,1978,1,Persons,44861
Northwest Territories including Nunavut,1978,4,Persons,45011
Northwest Territories including Nunavut,1978,7,Persons,45264
Northwest Territories including Nunavut,1978,10,Persons,45432
Canada,1979,1,Persons,24071889
Canada,1979,4,Persons,24128180
Canada,1979,7,Persons,24201544
Canada,1979,10,Persons,24279044
Newfoundland and Labrador,1979,1,Persons,568329
Newfoundland and Labrador,1979,4,Persons,569012
Newfoundland and Labrador,1979,7,Persons,570075
Newfoundland and Labrador,1979,10,Persons,570976
Prince Edward Island,1979,1,Persons,122104
Prince Edward Island,1979,4,Persons,122277
Prince Edward Island,1979,7,Persons,122885
Prince Edward Island,1979,10,Persons,123002
Nova Scotia,1979,1,Persons,847511
Nova Scotia,1979,4,Persons,848272
Nova Scotia,1979,7,Persons,849396
Nova Scotia,1979,10,Persons,850336
New Brunswick,1979,1,Persons,700237
New Brunswick,1979,4,Persons,701261
New Brunswick,1979,7,Persons,703158
New Brunswick,1979,10,Persons,703038
Quebec,1979,1,Persons,6446529
Quebec,1979,4,Persons,6455295
Quebec,1979,7,Persons,6465996
Quebec,1979,10,Persons,6472095
Ontario,1979,1,Persons,8619239
Ontario,1979,4,Persons,8638099
Ontario,1979,7,Persons,8662088
Ontario,1979,10,Persons,8674941
Manitoba,1979,1,Persons,1037449
Manitoba,1979,4,Persons,1037417
Manitoba,1979,7,Persons,1037272
Manitoba,1979,10,Persons,1034189
Saskatchewan,1979,1,Persons,955552
Saskatchewan,1979,4,Persons,957375
Saskatchewan,1979,7,Persons,959735
Saskatchewan,1979,10,Persons,961723
Alberta,1979,1,Persons,2064776
Alberta,1979,4,Persons,2079840
Alberta,1979,7,Persons,2096966
Alberta,1979,10,Persons,2128647
British Columbia,1979,1,Persons,2641872
British Columbia,1979,4,Persons,2650940
British Columbia,1979,7,Persons,2665238
British Columbia,1979,10,Persons,2691121
Yukon,1979,1,Persons,22845
Yukon,1979,4,Persons,22845
Yukon,1979,7,Persons,22972
Yukon,1979,10,Persons,23036
Northwest Territories including Nunavut,1979,1,Persons,45446
Northwest Territories including Nunavut,1979,4,Persons,45547
Northwest Territories including Nunavut,1979,7,Persons,45763
Northwest Territories including Nunavut,1979,10,Persons,45940
Canada,1980,1,Persons,24345365
Canada,1980,4,Persons,24418295
Canada,1980,7,Persons,24515667
Canada,1980,10,Persons,24603534
Newfoundland and Labrador,1980,1,Persons,570899
Newfoundland and Labrador,1980,4,Persons,571554
Newfoundland and Labrador,1980,7,Persons,572759
Newfoundland and Labrador,1980,10,Persons,573582
Prince Edward Island,1980,1,Persons,123109
Prince Edward Island,1980,4,Persons,123275
Prince Edward Island,1980,7,Persons,123735
Prince Edward Island,1980,10,Persons,123445
Nova Scotia,1980,1,Persons,850915
Nova Scotia,1980,4,Persons,851541
Nova Scotia,1980,7,Persons,852659
Nova Scotia,1980,10,Persons,853389
New Brunswick,1980,1,Persons,703538
New Brunswick,1980,4,Persons,704475
New Brunswick,1980,7,Persons,706219
New Brunswick,1980,10,Persons,705237
Quebec,1980,1,Persons,6480428
Quebec,1980,4,Persons,6492192
Quebec,1980,7,Persons,6505997
Quebec,1980,10,Persons,6515323
Ontario,1980,1,Persons,8693157
Ontario,1980,4,Persons,8715218
Ontario,1980,7,Persons,8746013
Ontario,1980,10,Persons,8757388
Manitoba,1980,1,Persons,1033557
Manitoba,1980,4,Persons,1033985
Manitoba,1980,7,Persons,1034435
Manitoba,1980,10,Persons,1034017
Saskatchewan,1980,1,Persons,963231
Saskatchewan,1980,4,Persons,965215
Saskatchewan,1980,7,Persons,967548
Saskatchewan,1980,10,Persons,970183
Alberta,1980,1,Persons,2149996
Alberta,1980,4,Persons,2168863
Alberta,1980,7,Persons,2191029
Alberta,1980,10,Persons,2227159
British Columbia,1980,1,Persons,2707690
British Columbia,1980,4,Persons,2722921
British Columbia,1980,7,Persons,2745861
British Columbia,1980,10,Persons,2773680
Yukon,1980,1,Persons,22834
Yukon,1980,4,Persons,22876
Yukon,1980,7,Persons,23019
Yukon,1980,10,Persons,23380
Northwest Territories including Nunavut,1980,1,Persons,46011
Northwest Territories including Nunavut,1980,4,Persons,46180
Northwest Territories including Nunavut,1980,7,Persons,46393
Northwest Territories including Nunavut,1980,10,Persons,46751
Canada,1981,1,Persons,24665355
Canada,1981,4,Persons,24732826
Canada,1981,7,Persons,24819915
Canada,1981,10,Persons,24920120
Newfoundland and Labrador,1981,1,Persons,573420
Newfoundland and Labrador,1981,4,Persons,574199
Newfoundland and Labrador,1981,7,Persons,575302
Newfoundland and Labrador,1981,10,Persons,575276
Prince Edward Island,1981,1,Persons,123315
Prince Edward Island,1981,4,Persons,123285
Prince Edward Island,1981,7,Persons,123551
Prince Edward Island,1981,10,Persons,123496
Nova Scotia,1981,1,Persons,853673
Nova Scotia,1981,4,Persons,854024
Nova Scotia,1981,7,Persons,854871
Nova Scotia,1981,10,Persons,857038
New Brunswick,1981,1,Persons,704763
New Brunswick,1981,4,Persons,705241
New Brunswick,1981,7,Persons,706438
New Brunswick,1981,10,Persons,706008
Quebec,1981,1,Persons,6523258
Quebec,1981,4,Persons,6534508
Quebec,1981,7,Persons,6547207
Quebec,1981,10,Persons,6558545
Ontario,1981,1,Persons,8770591
Ontario,1981,4,Persons,8787156
Ontario,1981,7,Persons,8812286
Ontario,1981,10,Persons,8846005
Manitoba,1981,1,Persons,1033968
Manitoba,1981,4,Persons,1034805
Manitoba,1981,7,Persons,1035545
Manitoba,1981,10,Persons,1037183
Saskatchewan,1981,1,Persons,971544
Saskatchewan,1981,4,Persons,973372
Saskatchewan,1981,7,Persons,975759
Saskatchewan,1981,10,Persons,979469
Alberta,1981,1,Persons,2249907
Alberta,1981,4,Persons,2270227
Alberta,1981,7,Persons,2291104
Alberta,1981,10,Persons,2319715
British Columbia,1981,1,Persons,2790754
British Columbia,1981,4,Persons,2805394
British Columbia,1981,7,Persons,2826558
British Columbia,1981,10,Persons,2845212
Yukon,1981,1,Persons,23311
Yukon,1981,4,Persons,23517
Yukon,1981,7,Persons,23880
Yukon,1981,10,Persons,24120
Northwest Territories including Nunavut,1981,1,Persons,46851
Northwest Territories including Nunavut,1981,4,Persons,47098
Northwest Territories including Nunavut,1981,7,Persons,47414
Northwest Territories including Nunavut,1981,10,Persons,48053
Canada,1982,1,Persons,24979229
Canada,1982,4,Persons,25042069
Canada,1982,7,Persons,25116942
Canada,1982,10,Persons,25193538
Newfoundland and Labrador,1982,1,Persons,573343
Newfoundland and Labrador,1982,4,Persons,573292
Newfoundland and Labrador,1982,7,Persons,573795
Newfoundland and Labrador,1982,10,Persons,575898
Prince Edward Island,1982,1,Persons,123335
Prince Edward Island,1982,4,Persons,123225
Prince Edward Island,1982,7,Persons,123588
Prince Edward Island,1982,10,Persons,123919
Nova Scotia,1982,1,Persons,857469
Nova Scotia,1982,4,Persons,857592
Nova Scotia,1982,7,Persons,859038
Nova Scotia,1982,10,Persons,862255
New Brunswick,1982,1,Persons,705608
New Brunswick,1982,4,Persons,706179
New Brunswick,1982,7,Persons,707457
New Brunswick,1982,10,Persons,709894
Quebec,1982,1,Persons,6565745
Quebec,1982,4,Persons,6572316
Quebec,1982,7,Persons,6580631
Quebec,1982,10,Persons,6584666
Ontario,1982,1,Persons,8865774
Ontario,1982,4,Persons,8892646
Ontario,1982,7,Persons,8920288
Ontario,1982,10,Persons,8957042
Manitoba,1982,1,Persons,1039300
Manitoba,1982,4,Persons,1042251
Manitoba,1982,7,Persons,1045224
Manitoba,1982,10,Persons,1049816
Saskatchewan,1982,1,Persons,981559
Saskatchewan,1982,4,Persons,983744
Saskatchewan,1982,7,Persons,986582
Saskatchewan,1982,10,Persons,991621
Alberta,1982,1,Persons,2337458
Alberta,1982,4,Persons,2352042
Alberta,1982,7,Persons,2369827
Alberta,1982,10,Persons,2378405
British Columbia,1982,1,Persons,2857268
British Columbia,1982,4,Persons,2865557
British Columbia,1982,7,Persons,2876513
British Columbia,1982,10,Persons,2885875
Yukon,1982,1,Persons,24302
Yukon,1982,4,Persons,24571
Yukon,1982,7,Persons,24668
Yukon,1982,10,Persons,24320
Northwest Territories including Nunavut,1982,1,Persons,48068
Northwest Territories including Nunavut,1982,4,Persons,48654
Northwest Territories including Nunavut,1982,7,Persons,49331
Northwest Territories including Nunavut,1982,10,Persons,49827
Canada,1983,1,Persons,25242830
Canada,1983,4,Persons,25300372
Canada,1983,7,Persons,25366451
Canada,1983,10,Persons,25434150
Newfoundland and Labrador,1983,1,Persons,576813
Newfoundland and Labrador,1983,4,Persons,577523
Newfoundland and Labrador,1983,7,Persons,579164
Newfoundland and Labrador,1983,10,Persons,579603
Prince Edward Island,1983,1,Persons,124181
Prince Edward Island,1983,4,Persons,124479
Prince Edward Island,1983,7,Persons,125102
Prince Edward Island,1983,10,Persons,125634
Nova Scotia,1983,1,Persons,864117
Nova Scotia,1983,4,Persons,865796
Nova Scotia,1983,7,Persons,868289
Nova Scotia,1983,10,Persons,872143
New Brunswick,1983,1,Persons,711021
New Brunswick,1983,4,Persons,712338
New Brunswick,1983,7,Persons,714842
New Brunswick,1983,10,Persons,716531
Quebec,1983,1,Persons,6588636
Quebec,1983,4,Persons,6595846
Quebec,1983,7,Persons,6602976
Quebec,1983,10,Persons,6608417
Ontario,1983,1,Persons,8982933
Ontario,1983,4,Persons,9010994
Ontario,1983,7,Persons,9039564
Ontario,1983,10,Persons,9074145
Manitoba,1983,1,Persons,1052538
Manitoba,1983,4,Persons,1055586
Manitoba,1983,7,Persons,1059752
Manitoba,1983,10,Persons,1063952
Saskatchewan,1983,1,Persons,993810
Saskatchewan,1983,4,Persons,997100
Saskatchewan,1983,7,Persons,1001249
Saskatchewan,1983,10,Persons,1005175
Alberta,1983,1,Persons,2383354
Alberta,1983,4,Persons,2388090
Alberta,1983,7,Persons,2393587
Alberta,1983,10,Persons,2394239
British Columbia,1983,1,Persons,2891441
