Year,Crop,Measurement,Unit,Value
2021,Oriental Mustard,Area Seeded,Hectares,11493.1
2021,Yellow Mustard,Area Seeded,Hectares,46417.5
2021,Brown Mustard,Area Seeded,Hectares,37231.1
2021,Total Mustard,Area Seeded,Hectares,95141.7
2021,Large Green Lentils,Area Seeded,Hectares,273972.4
2021,Small Green Lentils,Area Seeded,Hectares,119220.5
2021,Red Lentils,Area Seeded,Hectares,1120292.3
2021,Other Lentils,Area Seeded,Hectares,19424.9
2021,Total Lentils,Area Seeded,Hectares,1532869.6
2021,Green Peas,Area Seeded,Hectares,143016
2021,Yellow Peas,Area Seeded,Hectares,675056.7
2021,Other Peas,Area Seeded,Hectares,31525
2021,Total Peas,Area Seeded,Hectares,849597.8
2021,Kabuli Chickpeas,Area Seeded,Hectares,50666.7
2021,Desi Chickpeas,Area Seeded,Hectares,6313.1
2021,Total Chickpeas,Area Seeded,Hectares,56979.8
2021,Hairless Canary Seed,Area Seeded,Hectares,45365.3
2021,Regular Canary Seed,Area Seeded,Hectares,74017.1
2021,Total Canary Seed,Area Seeded,Hectares,119382.4
2021,Soybeans,Area Seeded,Hectares,34398.3
2021,Triticale,Area Seeded,Hectares,34479.2
2021,Fall Rye,Area Seeded,Hectares,40590
2021,Faba Beans,Area Seeded,Hectares,31120.4
2021,Hemp,Area Seeded,Hectares,7122.5
2021,Dry Beans,Area Seeded,Hectares,5867.9
2021,Sunflower Seed,Area Seeded,Hectares,849.8
2021,Buckwheat,Area Seeded,Hectares,3278
2021,Coriander,Area Seeded,Hectares,4694.4
2021,Camelina,Area Seeded,Hectares,1780.6
2021,Borage,Area Seeded,Hectares,161.9
2021,Caraway,Area Seeded,Hectares,849.8
2021,Fenugreek,Area Seeded,Hectares,930.8
2021,Quinoa,Area Seeded,Hectares,3844.5
2020,Oriental Mustard,Area Seeded,Hectares,5665.6
2020,Yellow Mustard,Area Seeded,Hectares,40792.3
2020,Brown Mustard,Area Seeded,Hectares,23229
2020,Total Mustard,Area Seeded,Hectares,69686.9
2020,Large Green Lentils,Area Seeded,Hectares,366726.5
2020,Small Green Lentils,Area Seeded,Hectares,103397.3
2020,Red Lentils,Area Seeded,Hectares,1044575.5
2020,Other Lentils,Area Seeded,Hectares,26021.3
2020,Total Lentils,Area Seeded,Hectares,1540720.5
2020,Green Peas,Area Seeded,Hectares,196191.8
2020,Yellow Peas,Area Seeded,Hectares,701442.2
2020,Other Peas,Area Seeded,Hectares,41925.5
2020,Total Peas,Area Seeded,Hectares,939559.5
2020,Desi Chickpeas,Area Seeded,Hectares,11452.6
2020,Kabuli Chickpeas,Area Seeded,Hectares,90083.1
2020,Other Chickpeas,Area Seeded,Hectares,566.6
2020,Total Chickpeas,Area Seeded,Hectares,102102.3
2020,Hairless Canary Seed,Area Seeded,Hectares,34924.4
2020,Regular Canary Seed,Area Seeded,Hectares,73167.2
2020,Total Canary Seed,Area Seeded,Hectares,108091.6
2020,Soybeans,Area Seeded,Hectares,51273.7
2020,Triticale,Area Seeded,Hectares,21974.4
2020,Fall Rye,Area Seeded,Hectares,48198.1
2020,Faba Beans,Area Seeded,Hectares,22621.9
2020,Hemp,Area Seeded,Hectares,5908.4
2020,Dry Beans,Area Seeded,Hectares,7729.5
2020,Sunflower Seed,Area Seeded,Hectares,3075.6
2020,Buckwheat,Area Seeded,Hectares,3480.3
2020,Coriander,Area Seeded,Hectares,2387.6
2020,Camelina,Area Seeded,Hectares,3278
2020,Borage,Area Seeded,Hectares,161.9
2020,Caraway,Area Seeded,Hectares,971.2
2020,Fenugreek,Area Seeded,Hectares,1618.7
2020,Quinoa,Area Seeded,Hectares,3642.2
2019,Oriental Mustard,Area Seeded,Hectares,22136.3
2019,Yellow Mustard,Area Seeded,Hectares,39740.2
2019,Brown Mustard,Area Seeded,Hectares,56291.8
2019,Total Mustard,Area Seeded,Hectares,118168.3
2019,Large Green Lentils,Area Seeded,Hectares,367009.7
2019,Small Green Lentils,Area Seeded,Hectares,146658.2
2019,Red Lentils,Area Seeded,Hectares,835110
2019,Other Lentils,Area Seeded,Hectares,22176.8
2019,Total Lentils,Area Seeded,Hectares,1370954.8
2019,Green Peas,Area Seeded,Hectares,175229
2019,Yellow Peas,Area Seeded,Hectares,720867.2
2019,Other Peas,Area Seeded,Hectares,48805.1
2019,Total Peas,Area Seeded,Hectares,944901.3
2019,Desi Chickpeas,Area Seeded,Hectares,6596.4
2019,Kabuli Chickpeas,Area Seeded,Hectares,124036.3
2019,Other Chickpeas,Area Seeded,Hectares,3642.2
2019,Total Chickpeas,Area Seeded,Hectares,134274.8
2019,Hairless Canary Seed,Area Seeded,Hectares,26264.1
2019,Regular Canary Seed,Area Seeded,Hectares,69565.5
2019,Total Canary Seed,Area Seeded,Hectares,106756.2
2019,Soybeans,Area Seeded,Hectares,60702.9
2019,Triticale,Area Seeded,Hectares,27397.2
2019,Fall Rye,Area Seeded,Hectares,41520.8
2019,Faba Beans,Area Seeded,Hectares,20234.3
2019,Hemp,Area Seeded,Hectares,16996.8
2019,Dry Beans,Area Seeded,Hectares,4815.8
2019,Coriander,Area Seeded,Hectares,3601.7
2019,Camelina,Area Seeded,Hectares,1011.7
2019,Borage,Area Seeded,Hectares,202.3
2019,Caraway,Area Seeded,Hectares,3237.5
2019,Buckwheat,Area Seeded,Hectares,2590
2019,Fenugreek,Area Seeded,Hectares,1780.6
2019,Quinoa,Area Seeded,Hectares,526.1
2018,Oriental Mustard,Area Seeded,Hectares,29744.4
2018,Yellow Mustard,Area Seeded,Hectares,59488.8
2018,Brown Mustard,Area Seeded,Hectares,62726.3
2018,Total Mustard,Area Seeded,Hectares,151959.6
2018,Large Green Lentils,Area Seeded,Hectares,460047
2018,Small Green Lentils,Area Seeded,Hectares,158636.9
2018,Red Lentils,Area Seeded,Hectares,703870.4
2018,Other Lentils,Area Seeded,Hectares,31444.1
2018,Total Lentils,Area Seeded,Hectares,1353998.4
2018,Green Peas,Area Seeded,Hectares,133141.7
2018,Yellow Peas,Area Seeded,Hectares,610671.2
2018,Other Peas,Area Seeded,Hectares,39618.8
2018,Total Peas,Area Seeded,Hectares,783188.8
2018,Desi Chickpeas,Area Seeded,Hectares,5584.7
2018,Kabuli Chickpeas,Area Seeded,Hectares,141721
2018,Other Chickpeas,Area Seeded,Hectares,1861.6
2018,Total Chickpeas,Area Seeded,Hectares,149167.3
2018,Total Canary Seed,Area Seeded,Hectares,100362.1
2018,Soybeans,Area Seeded,Hectares,164909.5
2018,Triticale,Area Seeded,Hectares,22460.1
2018,Fall Rye,Area Seeded,Hectares,20679.5
2018,Sunflower Seed,Area Seeded,Hectares,2549.5
2018,Faba Beans,Area Seeded,Hectares,14973.4
2018,Hemp,Area Seeded,Hectares,7729.5
2018,Dry Beans,Area Seeded,Hectares,6313.1
2018,Coriander,Area Seeded,Hectares,2711.4
2018,Camelina,Area Seeded,Hectares,971.2
2018,Caraway,Area Seeded,Hectares,3642.2
2018,Buckwheat,Area Seeded,Hectares,1497.3
2018,Fenugreek,Area Seeded,Hectares,768.9
2017,Oriental Mustard,Area Seeded,Hectares,32374.9
2017,Yellow Mustard,Area Seeded,Hectares,55846.7
2017,Brown Mustard,Area Seeded,Hectares,29137.4
2017,Total Mustard,Area Seeded,Hectares,117358.9
2017,Large Green Lentils,Area Seeded,Hectares,364217.4
2017,Small Green Lentils,Area Seeded,Hectares,145687
2017,Other Lentils,Area Seeded,Hectares,28328
2017,Red Lentils,Area Seeded,Hectares,1048136.7
2017,Total Lentils,Area Seeded,Hectares,1586369.1
2017,Green Peas,Area Seeded,Hectares,121405.8
2017,Yellow Peas,Area Seeded,Hectares,728434.8
2017,Other Peas,Area Seeded,Hectares,26304.6
2017,Total Peas,Area Seeded,Hectares,876145.2
2017,Desi Chickpeas,Area Seeded,Hectares,6070.3
2017,Kabuli Chickpeas,Area Seeded,Hectares,58679.5
2017,Total Chickpeas,Area Seeded,Hectares,64749.8
2017,Total Canary Seed,Area Seeded,Hectares,103194.9
2017,Soybeans,Area Seeded,Hectares,343983.1
2017,Fall Rye,Area Seeded,Hectares,36421.7
2017,Faba Beans,Area Seeded,Hectares,24281.2
2017,Hemp,Area Seeded,Hectares,18534.6
2017,Dry Beans,Area Seeded,Hectares,4046.9
2017,Coriander,Area Seeded,Hectares,4046.9
2017,Borage,Area Seeded,Hectares,930.8
2017,Caraway,Area Seeded,Hectares,3156.6
2017,Buckwheat,Area Seeded,Hectares,849.8
2017,Fenugreek,Area Seeded,Hectares,1821.1
2016,Oriental Mustard,Area Seeded,Hectares,40468.6
2016,Yellow Mustard,Area Seeded,Hectares,97124.6
2016,Brown Mustard,Area Seeded,Hectares,20234.3
2016,Total Mustard,Area Seeded,Hectares,157827.5
2016,Large Green Lentils,Area Seeded,Hectares,424920.3
2016,Small Green Lentils,Area Seeded,Hectares,153780.7
2016,Red Lentils,Area Seeded,Hectares,1537806.8
2016,Other Lentils,Area Seeded,Hectares,22257.7
2016,Total Lentils,Area Seeded,Hectares,2138765.5
2016,Green Peas,Area Seeded,Hectares,155804.1
2016,Yellow Peas,Area Seeded,Hectares,708200.5
2016,Other Peas,Area Seeded,Hectares,18210.9
2016,Total Peas,Area Seeded,Hectares,882215.5
2016,Desi Chickpeas,Area Seeded,Hectares,5260.9
2016,Kabuli Chickpeas,Area Seeded,Hectares,52609.2
2016,Total Chickpeas,Area Seeded,Hectares,57870.1
2016,Hairless Canary Seed,Area Seeded,Hectares,34398.3
2016,Regular Canary Seed,Area Seeded,Hectares,70820
2016,Total Canary Seed,Area Seeded,Hectares,105218.4
2016,Soybeans,Area Seeded,Hectares,97124.6
2016,Triticale,Area Seeded,Hectares,20234.3
2016,Fall Rye,Area Seeded,Hectares,48562.3
2016,Faba Beans,Area Seeded,Hectares,20558
2016,Hemp,Area Seeded,Hectares,8498.4
2016,Dry Beans,Area Seeded,Hectares,2832.8
2016,Coriander,Area Seeded,Hectares,2954.2
2016,Borage,Area Seeded,Hectares,890.3
2016,Caraway,Area Seeded,Hectares,2428.1
2016,Buckwheat,Area Seeded,Hectares,971.2
2016,Fenugreek,Area Seeded,Hectares,1780.6
2015,Oriental Mustard,Area Seeded,Hectares,9833.9
2015,Yellow Mustard,Area Seeded,Hectares,22095.9
2015,Brown Mustard,Area Seeded,Hectares,9833.9
2015,Total Mustard,Area Seeded,Hectares,41763.6
2015,Large Green Lentils,Area Seeded,Hectares,122822.2
2015,Small Green Lentils,Area Seeded,Hectares,42573
2015,Red Lentils,Area Seeded,Hectares,435644.5
2015,Other Lentils,Area Seeded,Hectares,4896.7
2015,Total Lentils,Area Seeded,Hectares,605936.3
2015,Green Peas,Area Seeded,Hectares,77780.6
2015,Yellow Peas,Area Seeded,Hectares,263652.9
2015,Other Peas,Area Seeded,Hectares,8174.7
2015,Total Peas,Area Seeded,Hectares,349608.2
2015,Desi Chickpeas,Area Seeded,Hectares,2428.1
2015,Kabuli Chickpeas,Area Seeded,Hectares,202.3
2015,Total Chickpeas,Area Seeded,Hectares,2630.5
2015,Hairless Canary Seed,Area Seeded,Hectares,50585.8
2015,Regular Canary Seed,Area Seeded,Hectares,80937.2
2015,Total Canary Seed,Area Seeded,Hectares,131522.9
2014,Brown Mustard,Area Seeded,Hectares,40468.6
2014,Yellow Mustard,Area Seeded,Hectares,78913.8
2014,Oriental Mustard,Area Seeded,Hectares,28328
2014,Total Mustard,Area Seeded,Hectares,147710.4
2014,Large Green Lentils,Area Seeded,Hectares,283280.2
2014,Small Green Lentils,Area Seeded,Hectares,87007.5
2014,Red Lentils,Area Seeded,Hectares,821512.6
2014,Other Lentils,Area Seeded,Hectares,22257.7
2014,Total Lentils,Area Seeded,Hectares,1214058
2014,Green Peas,Area Seeded,Hectares,230671
2014,Yellow Peas,Area Seeded,Hectares,768903.4
2014,Other Peas,Area Seeded,Hectares,20234.3
2014,Total Peas,Area Seeded,Hectares,1019808.7
2014,Desi Chickpeas,Area Seeded,Hectares,22257.7
2014,Kabuli Chickpeas,Area Seeded,Hectares,46538.9
2014,Total Chickpeas,Area Seeded,Hectares,68796.6
2014,Hairless Canary Seed,Area Seeded,Hectares,36421.7
2014,Regular Canary Seed,Area Seeded,Hectares,74866.9
2014,Total Canary Seed,Area Seeded,Hectares,111288.6
2014,Soybeans,Area Seeded,Hectares,109265.2
2014,Triticale,Area Seeded,Hectares,14164
2014,Hemp,Area Seeded,Hectares,16187.4
2014,Dry Beans,Area Seeded,Hectares,4046.9
2014,Coriander,Area Seeded,Hectares,10117.1
2014,Camelina,Area Seeded,Hectares,1618.7
2014,Faba Beans,Area Seeded,Hectares,6879.7
2014,Borage,Area Seeded,Hectares,5260.9
2014,Caraway,Area Seeded,Hectares,2832.8
2014,Buckwheat,Area Seeded,Hectares,404.7
2014,Fenugreek,Area Seeded,Hectares,1618.7
2013,Brown Mustard,Area Seeded,Hectares,40468.6
2013,Yellow Mustard,Area Seeded,Hectares,52609.2
2013,Oriental Mustard,Area Seeded,Hectares,16187.4
2013,Total Mustard,Area Seeded,Hectares,109265.2
2013,Large Green Lentils,Area Seeded,Hectares,384451.7
2013,Small Green Lentils,Area Seeded,Hectares,113312.1
2013,Red Lentils,Area Seeded,Hectares,505857.5
2013,Other Lentils,Area Seeded,Hectares,18210.9
2013,Total Lentils,Area Seeded,Hectares,1021832.2
2013,Green Peas,Area Seeded,Hectares,141640.1
2013,Yellow Peas,Area Seeded,Hectares,758786.2
2013,Other Peas,Area Seeded,Hectares,16187.4
2013,Total Peas,Area Seeded,Hectares,916613.8
2013,Desi Chickpeas,Area Seeded,Hectares,18210.9
2013,Kabuli Chickpeas,Area Seeded,Hectares,54632.6
2013,Total Chickpeas,Area Seeded,Hectares,72843.5
2013,Hairless Canary Seed,Area Seeded,Hectares,28328
2013,Regular Canary Seed,Area Seeded,Hectares,56656
2013,Total Canary Seed,Area Seeded,Hectares,84984.1
2013,Soybeans,Area Seeded,Hectares,68796.6
2013,Triticale,Area Seeded,Hectares,10117.1
2013,Hemp,Area Seeded,Hectares,10117.1
2013,Dry Beans,Area Seeded,Hectares,5665.6
2013,Coriander,Area Seeded,Hectares,5665.6
2013,Camelina,Area Seeded,Hectares,809.4
2013,Faba Beans,Area Seeded,Hectares,3237.5
2013,Borage,Area Seeded,Hectares,2428.1
2013,Caraway,Area Seeded,Hectares,2225.8
2013,Caranata,Area Seeded,Hectares,2023.4
2013,Buckwheat,Area Seeded,Hectares,1295
2013,Fenugreek,Area Seeded,Hectares,1011.7
2012,Brown Mustard,Area Seeded,Hectares,26304.6
2012,Yellow Mustard,Area Seeded,Hectares,52609.2
2012,Oriental Mustard,Area Seeded,Hectares,18210.9
2012,Total Mustard,Area Seeded,Hectares,97124.6
2012,Large Green Lentils,Area Seeded,Hectares,485623.2
2012,Small Green Lentils,Area Seeded,Hectares,105218.4
2012,Red Lentils,Area Seeded,Hectares,364217.4
2012,Other Lentils,Area Seeded,Hectares,28328
2012,Total Lentils,Area Seeded,Hectares,983387
2012,Green Peas,Area Seeded,Hectares,131522.9
2012,Yellow Peas,Area Seeded,Hectares,910543.5
2012,Other Peas,Area Seeded,Hectares,10117.1
2012,Total Peas,Area Seeded,Hectares,1052183.6
2012,Desi Chickpeas,Area Seeded,Hectares,8093.7
2012,Kabuli Chickpeas,Area Seeded,Hectares,64749.8
2012,Total Chickpeas,Area Seeded,Hectares,72843.5
2012,Hairless Canary Seed,Area Seeded,Hectares,48562.3
2012,Regular Canary Seed,Area Seeded,Hectares,87007.5
2012,Total Canary Seed,Area Seeded,Hectares,135569.8
2012,Soybeans,Area Seeded,Hectares,30351.4
2012,Triticale,Area Seeded,Hectares,8093.7
2012,Hemp,Area Seeded,Hectares,7689
2012,Dry Beans,Area Seeded,Hectares,4451.5
2012,Coriander,Area Seeded,Hectares,6272.6
2012,Camelina,Area Seeded,Hectares,404.7
2012,Faba Beans,Area Seeded,Hectares,2428.1
2012,Borage,Area Seeded,Hectares,1699.7
2012,Caraway,Area Seeded,Hectares,2630.5
2012,Caranata,Area Seeded,Hectares,2428.1
2012,Buckwheat,Area Seeded,Hectares,1618.7
2012,Fenugreek,Area Seeded,Hectares,404.7
2011,Brown Mustard,Area Seeded,Hectares,36421.7
2011,Yellow Mustard,Area Seeded,Hectares,40468.6
2011,Oriental Mustard,Area Seeded,Hectares,30351.4
2011,Total Mustard,Area Seeded,Hectares,107241.8
2011,Large Green Lentils,Area Seeded,Hectares,418850
2011,Small Green Lentils,Area Seeded,Hectares,80937.2
2011,Red Lentils,Area Seeded,Hectares,471459.2
2011,Other Lentils,Area Seeded,Hectares,24281.2
2011,Total Lentils,Area Seeded,Hectares,995527.6
2011,Green Peas,Area Seeded,Hectares,106432.4
2011,Yellow Peas,Area Seeded,Hectares,572630.7
2011,Other Peas,Area Seeded,Hectares,8903.1
2011,Total Peas,Area Seeded,Hectares,687966.2
2011,Kabuli Chickpeas,Area Seeded,Hectares,26304.6
2011,Total Chickpeas,Area Seeded,Hectares,42492
2011,Hairless Canary Seed,Area Seeded,Hectares,42492
2011,Regular Canary Seed,Area Seeded,Hectares,68796.6
2011,Total Canary Seed,Area Seeded,Hectares,111288.6
2011,Triticale,Area Seeded,Hectares,12140.6
2011,Dry Beans,Area Seeded,Hectares,3642.2
2011,Caraway,Area Seeded,Hectares,3278
2011,Coriander,Area Seeded,Hectares,6475
2011,Camelina,Area Seeded,Hectares,283.3
2011,Borage,Area Seeded,Hectares,688
2011,Hemp,Area Seeded,Hectares,2387.6
2011,Faba Beans,Area Seeded,Hectares,6070.3
2011,Soybeans,Area Seeded,Hectares,4046.9
2011,Fenugreek,Area Seeded,Hectares,242.8
2011,Buckwheat,Area Seeded,Hectares,1618.7
2010,Brown Mustard,Area Seeded,Hectares,28328
2010,Yellow Mustard,Area Seeded,Hectares,80937.2
2010,Oriental Mustard,Area Seeded,Hectares,40468.6
2010,Total Mustard,Area Seeded,Hectares,149733.8
2010,Large Green Lentils,Area Seeded,Hectares,479552.9
2010,Small Green Lentils,Area Seeded,Hectares,95101.2
2010,Red Lentils,Area Seeded,Hectares,752716
2010,Other Lentils,Area Seeded,Hectares,24281.2
2010,Total Lentils,Area Seeded,Hectares,1351651.2
2010,Green Peas,Area Seeded,Hectares,163897.8
2010,Yellow Peas,Area Seeded,Hectares,870074.9
2010,Other Peas,Area Seeded,Hectares,22257.7
2010,Total Peas,Area Seeded,Hectares,1056230.5
2010,Kabuli Chickpeas,Area Seeded,Hectares,60702.9
2010,Total Chickpeas,Area Seeded,Hectares,82960.6
2010,Hairless Canary Seed,Area Seeded,Hectares,70820
2010,Regular Canary Seed,Area Seeded,Hectares,76890.3
2010,Total Canary Seed,Area Seeded,Hectares,147710.4
2010,Triticale,Area Seeded,Hectares,24281.2
2010,Dry Beans,Area Seeded,Hectares,4046.9
2010,Caraway,Area Seeded,Hectares,2630.5
2010,Coriander,Area Seeded,Hectares,8093.7
2010,Camelina,Area Seeded,Hectares,6070.3
2010,Borage,Area Seeded,Hectares,809.4
2010,Hemp,Area Seeded,Hectares,1214.1
2010,Faba Beans,Area Seeded,Hectares,6070.3
2010,Soybeans,Area Seeded,Hectares,4856.2
2010,Fenugreek,Area Seeded,Hectares,242.8
2009,Brown Mustard,Area Seeded,Hectares,36421.7
2009,Yellow Mustard,Area Seeded,Hectares,93077.8
2009,Oriental Mustard,Area Seeded,Hectares,34398.3
2009,Total Mustard,Area Seeded,Hectares,163897.8
2009,Large Green Lentils,Area Seeded,Hectares,329819.1
2009,Small Green Lentils,Area Seeded,Hectares,101171.5
2009,Red Lentils,Area Seeded,Hectares,497763.8
2009,Other Lentils,Area Seeded,Hectares,24281.2
2009,Total Lentils,Area Seeded,Hectares,953035.5
2009,Green Peas,Area Seeded,Hectares,186155.6
2009,Yellow Peas,Area Seeded,Hectares,963152.7
2009,Other Peas,Area Seeded,Hectares,14164
2009,Total Peas,Area Seeded,Hectares,1163472.2
2009,Kabuli Chickpeas,Area Seeded,Hectares,22257.7
2009,Total Chickpeas,Area Seeded,Hectares,32374.9
2009,Hairless Canary Seed,Area Seeded,Hectares,40468.6
2009,Regular Canary Seed,Area Seeded,Hectares,80937.2
2009,Total Canary Seed,Area Seeded,Hectares,121405.8
2009,Triticale,Area Seeded,Hectares,32374.9
2009,Dry Beans,Area Seeded,Hectares,6070.3
2009,Caraway,Area Seeded,Hectares,2428.1
2009,Coriander,Area Seeded,Hectares,8093.7
2009,Camelina,Area Seeded,Hectares,8093.7
2009,Borage,Area Seeded,Hectares,1214.1
2009,Hemp,Area Seeded,Hectares,1214.1
2009,Faba Beans,Area Seeded,Hectares,6070.3
2009,Soybeans,Area Seeded,Hectares,4046.9
2008,Brown Mustard,Area Seeded,Hectares,62726.3
2008,Yellow Mustard,Area Seeded,Hectares,68796.6
2008,Oriental Mustard,Area Seeded,Hectares,18210.9
2008,Total Mustard,Area Seeded,Hectares,149733.8
2008,Large Green Lentils,Area Seeded,Hectares,275186.5
2008,Small Green Lentils,Area Seeded,Hectares,74866.9
2008,Red Lentils,Area Seeded,Hectares,337912.8
2008,Other Lentils,Area Seeded,Hectares,18210.9
2008,Total Lentils,Area Seeded,Hectares,706177.1
2008,Green Peas,Area Seeded,Hectares,182108.7
2008,Yellow Peas,Area Seeded,Hectares,1092652.2
2008,Other Peas,Area Seeded,Hectares,10117.1
2008,Total Peas,Area Seeded,Hectares,1284878
2008,Kabuli Chickpeas,Area Seeded,Hectares,36421.7
2008,Total Chickpeas,Area Seeded,Hectares,44515.5
2008,Hairless Canary Seed,Area Seeded,Hectares,54632.6
2008,Regular Canary Seed,Area Seeded,Hectares,103194.9
2008,Total Canary Seed,Area Seeded,Hectares,157827.5
2008,Triticale,Area Seeded,Hectares,20234.3
2008,Dry Beans,Area Seeded,Hectares,8093.7
2008,Caraway,Area Seeded,Hectares,2428.1
2008,Coriander,Area Seeded,Hectares,7284.3
2008,Camelina,Area Seeded,Hectares,2023.4
2008,Borage,Area Seeded,Hectares,1618.7
2008,Hemp,Area Seeded,Hectares,1618.7
2008,Faba Beans,Area Seeded,Hectares,4046.9
2008,Soybeans,Area Seeded,Hectares,2832.8
2007,Brown Mustard,Area Seeded,Hectares,44515.5
2007,Yellow Mustard,Area Seeded,Hectares,87007.5
2007,Oriental Mustard,Area Seeded,Hectares,20234.3
2007,Total Mustard,Area Seeded,Hectares,151757.2
2007,Large Green Lentils,Area Seeded,Hectares,242811.6
2007,Small Green Lentils,Area Seeded,Hectares,111288.6
2007,Red Lentils,Area Seeded,Hectares,204366.4
2007,Other Lentils,Area Seeded,Hectares,22257.7
2007,Total Lentils,Area Seeded,Hectares,580724.4
2007,Green Peas,Area Seeded,Hectares,214483.6
2007,Yellow Peas,Area Seeded,Hectares,944941.8
2007,Other Peas,Area Seeded,Hectares,24281.2
2007,Total Peas,Area Seeded,Hectares,1183706.6
2007,Desi Chickpeas,Area Seeded,Hectares,28328
2007,Kabuli Chickpeas,Area Seeded,Hectares,93077.8
2007,Other Chickpeas,Area Seeded,Hectares,32374.9
2007,Total Chickpeas,Area Seeded,Hectares,153780.7
2007,Hairless Canary Seed,Area Seeded,Hectares,62726.3
2007,Regular Canary Seed,Area Seeded,Hectares,109265.2
2007,Total Canary Seed,Area Seeded,Hectares,171991.5
2007,Triticale,Area Seeded,Hectares,32374.9
2007,Caraway,Area Seeded,Hectares,8093.7
2007,Coriander,Area Seeded,Hectares,6070.3
2007,Borage,Area Seeded,Hectares,4046.9
2007,Sunflower Seed,Area Seeded,Hectares,4046.9
2006,Brown Mustard,Area Seeded,Hectares,31160.8
2006,Yellow Mustard,Area Seeded,Hectares,61917
2006,Oriental Mustard,Area Seeded,Hectares,15378.1
2006,Total Mustard,Area Seeded,Hectares,108455.8
2006,Sunflower Seed,Area Seeded,Hectares,6475
2006,Large Green Lentils,Area Seeded,Hectares,216507
2006,Small Green Lentils,Area Seeded,Hectares,98743.4
2006,Red Lentils,Area Seeded,Hectares,181704
2006,Other Lentils,Area Seeded,Hectares,19424.9
2006,Total Lentils,Area Seeded,Hectares,516379.3
2006,Green Peas,Area Seeded,Hectares,178061.8
2006,Yellow Peas,Area Seeded,Hectares,785495.5
2006,Other Peas,Area Seeded,Hectares,20234.3
2006,Total Peas,Area Seeded,Hectares,983791.7
2006,Desi Chickpeas,Area Seeded,Hectares,20639
2006,Kabuli Chickpeas,Area Seeded,Hectares,67987.2
2006,Other Chickpeas,Area Seeded,Hectares,23876.5
2006,Total Chickpeas,Area Seeded,Hectares,112502.7
2006,Hairless Canary Seed,Area Seeded,Hectares,48157.6
2006,Regular Canary Seed,Area Seeded,Hectares,83770
2006,Total Canary Seed,Area Seeded,Hectares,131927.6
2006,Triticale,Area Seeded,Hectares,26304.6
2006,Caraway,Area Seeded,Hectares,5665.6
2006,Coriander,Area Seeded,Hectares,5665.6
2006,Borage,Area Seeded,Hectares,5665.6
2021,Oriental Mustard,Area Harvested,Hectares,10643.2
2021,Yellow Mustard,Area Harvested,Hectares,40185.3
2021,Brown Mustard,Area Harvested,Hectares,36300.3
2021,Total Mustard,Area Harvested,Hectares,87128.9
2021,Large Green Lentils,Area Harvested,Hectares,264057.6
2021,Small Green Lentils,Area Harvested,Hectares,118937.2
2021,Red Lentils,Area Harvested,Hectares,1107261.4
2021,Other Lentils,Area Harvested,Hectares,18332.3
2021,Total Lentils,Area Harvested,Hectares,1508588.5
2021,Green Peas,Area Harvested,Hectares,140223.7
2021,Yellow Peas,Area Harvested,Hectares,645555.1
2021,Other Peas,Area Harvested,Hectares,27882.9
2021,Total Peas,Area Harvested,Hectares,813661.7
2021,Kabuli Chickpeas,Area Harvested,Hectares,50059.7
2021,Desi Chickpeas,Area Harvested,Hectares,6272.6
2021,Total Chickpeas,Area Harvested,Hectares,56332.3
2021,Hairless Canary Seed,Area Harvested,Hectares,45001.1
2021,Regular Canary Seed,Area Harvested,Hectares,72600.7
2021,Total Canary Seed,Area Harvested,Hectares,117601.8
2021,Soybeans,Area Harvested,Hectares,34398.3
2021,Triticale,Area Harvested,Hectares,8296.1
2021,Fall Rye,Area Harvested,Hectares,28287.6
2021,Faba Beans,Area Harvested,Hectares,28085.2
2021,Hemp,Area Harvested,Hectares,6839.2
2021,Dry Beans,Area Harvested,Hectares,5260.9
2020,Oriental Mustard,Area Harvested,Hectares,5382.3
2020,Yellow Mustard,Area Harvested,Hectares,39983
2020,Brown Mustard,Area Harvested,Hectares,22945.7
2020,Total Mustard,Area Harvested,Hectares,68311
2020,Large Green Lentils,Area Harvested,Hectares,363812.7
